result,total_moves,opening,winner,white_skill,black_skill,white_castled,black_castled,white_sacrifices,black_sacrifices,w_knight_to_bishop,b_knight_to_bishop,white_piece_activity,black_piece_activity,eval_after_move_15
0-1,75,Reti Opening,black,11,11,True,True,14,26,1.173913043478261,0.7435897435897435,24.47972972972973,32.236486486486484,0.91
0-1,77,Reti Opening,black,16,16,True,False,32,14,1.0344827586206897,0.6338028169014085,22.960526315789473,28.43421052631579,0.51
0-1,38,King' s Pawn Opening,black,6,6,True,True,8,6,0.5,0.6,33.87837837837838,36.310810810810814,0.14
0-1,88,Bird's Opening,black,6,6,True,True,26,20,0.888888888888889,0.3188405797101449,25.20689655172414,29.7183908045977,-0.79
1-0,59,Larsen's Opening,white,14,14,True,False,16,24,0.5641025641025641,1.0799999999999998,33.93162393162393,29.23931623931624,0.87
1-0,71,Dunst Opening,white,13,13,True,True,20,10,1.1388888888888888,0.782608695652174,30.843971631205672,27.659574468085108,-1.28
0-1,100,Larsen's Opening,black,12,12,False,False,12,14,0.7,0.425,24.818181818181817,30.252525252525253,-0.17
0-1,43,Benko's Opening,black,17,17,True,True,12,16,1.25,0.75,33.773809523809526,35.714285714285715,0.01
0-1,58,Queen's Pawn Opening,black,13,13,True,True,4,2,0.8108108108108107,1.288888888888889,27.06140350877193,33.06140350877193,-0.24
1-0,64,English Opening,white,7,7,True,True,16,20,0.2441860465116279,1.5384615384615385,32.960629921259844,24.858267716535433,-0.01
0-1,52,Larsen's Opening,black,11,11,False,False,22,14,0.5517241379310345,0.5517241379310345,28.49019607843137,31.95098039215686,0.64
0-1,59,Benko's Opening,black,20,20,True,True,8,18,0.8378378378378378,0.4313725490196078,26.103448275862068,34.87931034482759,-0.74
0-1,59,English Opening,black,6,6,True,True,4,48,0.9199999999999999,0.8032786885245902,31.129310344827587,36.80172413793103,0.82
1-0,66,French Defense,white,11,11,True,True,28,16,0.4920634920634921,0.5737704918032787,32.274809160305345,27.68702290076336,0.27
1-0,40,Dunst Opening,white,14,14,True,True,16,10,0.4166666666666667,1.2580645161290323,37.721518987341774,30.531645569620252,-0.75
0-1,39,Larsen's Opening,black,18,18,True,True,8,4,1.8571428571428572,1.5,32.03947368421053,31.81578947368421,0.34
1/2-1/2,70,"English, Mikenas-Carls Variation",draw,14,14,True,False,14,16,2.1052631578947367,1.2380952380952381,28.695652173913043,25.57246376811594,0.6
1-0,44,Bird's Opening,white,16,16,True,False,10,0,0.3958333333333333,0.5813953488372092,35.49425287356322,29.32183908045977,0.77
1-0,50,Benko's Opening,white,10,10,True,False,54,16,1.625,1.7142857142857142,36.72727272727273,25.232323232323232,2.27
0-1,40,Benko's Opening,black,19,19,False,False,0,24,0.7567567567567567,1.4444444444444444,33.35897435897436,38.67948717948718,-1.03
0-1,67,Larsen's Opening,black,20,20,True,True,12,28,0.878048780487805,1.146341463414634,23.62878787878788,27.575757575757574,-0.04
1-0,68,King' s Pawn Opening,white,17,17,True,True,28,22,1.5263157894736843,0.7058823529411765,29.614814814814814,25.607407407407408,0.38
1-0,50,Larsen's Opening,white,15,15,False,False,30,8,0.8461538461538461,0.9310344827586208,34.80808080808081,26.252525252525253,-1.18
1-0,53,Benko's Opening,white,16,16,True,False,20,8,1.4000000000000001,0.42500000000000004,32.03809523809524,27.504761904761907,0.07
1-0,48,Bird's Opening,white,5,5,True,True,12,4,1.24,1.641025641025641,35.863157894736844,34.07368421052632,0.02
1-0,116,Larsen's Opening,white,10,10,False,False,22,6,0.5319148936170213,0.6666666666666665,30.393939393939394,18.874458874458874,0.84
0-1,60,Dunst Opening,black,20,20,False,False,0,58,0.8648648648648649,0.8571428571428571,27.28813559322034,32.61864406779661,-0.28
1-0,29,Queen's Pawn Opening,white,15,15,True,False,32,12,0.7647058823529412,1.2,40.0,31.68421052631579,0.21
0-1,89,Bird's Opening,black,11,11,True,False,14,26,1.2666666666666666,0.35000000000000003,25.823863636363637,32.14204545454545,0.05
1/2-1/2,202,Trompowsky Attack,draw,20,20,True,False,18,10,0.8387096774193549,1.8928571428571428,20.044776119402986,22.067164179104477,0.38
1-0,40,Dunst Opening,white,14,14,True,True,6,10,1.4848484848484849,0.6530612244897959,35.9746835443038,40.063291139240505,-0.49
1-0,84,"English, Agincourt Defense",white,10,10,True,True,22,8,0.4074074074074074,1.5161290322580645,28.419161676646706,22.79640718562874,0.19
1-0,80,English Opening,white,15,15,True,True,60,18,0.5849056603773585,0.7032967032967032,34.327044025157235,32.45283018867924,0.27
1-0,36,Bird's Opening,white,18,18,False,False,4,16,0.4166666666666667,0.625,34.67605633802817,34.183098591549296,-0.37
0-1,36,Bird's Opening,black,6,6,True,False,10,16,1.3,0.8108108108108107,32.84285714285714,35.55714285714286,-1.1
0-1,55,Dunst Opening,black,15,15,False,True,28,8,0.75,0.5555555555555556,31.48148148148148,36.01851851851852,-1.17
1/2-1/2,95,Dunst Opening,draw,12,12,True,True,10,4,0.5319148936170213,1.5,22.14814814814815,25.603174603174605,0.91
0-1,18,King' s Pawn Opening,black,14,14,True,False,8,8,1.05,1.0,30.852941176470587,32.76470588235294,0.67
0-1,37,King' s Pawn Opening,black,5,5,False,True,16,16,1.0,0.6458333333333334,35.916666666666664,38.72222222222222,1.07
1-0,82,Benko's Opening,white,13,13,True,False,28,16,1.2592592592592593,2.0,29.65644171779141,22.50920245398773,0.33
0-1,52,"French, Two Knights Variation",black,9,9,True,True,8,24,0.5714285714285715,1.2413793103448276,30.264705882352942,32.64705882352941,1.05
0-1,58,Benko's Opening,black,20,20,True,True,24,40,1.0666666666666667,0.7457627118644068,27.342105263157894,33.85964912280702,1.27
0-1,86,Reti Opening,black,7,7,False,True,34,18,0.43589743589743585,0.46153846153846156,24.5,29.241176470588236,0.82
0-1,50,Dunst Opening,black,6,6,True,True,2,26,0.1636363636363636,4.888888888888889,26.857142857142858,33.816326530612244,1.02
1/2-1/2,64,Larsen's Opening,draw,9,9,False,False,48,16,0.5555555555555556,0.6938775510204082,37.43307086614173,31.393700787401574,-1.33
1-0,73,Larsen's Opening,white,16,16,True,False,40,14,2.263157894736842,0.5348837209302326,34.55862068965517,24.83448275862069,2.69
0-1,59,Reti Opening,black,12,12,False,True,10,34,0.8979591836734694,0.7346938775510204,26.71551724137931,31.594827586206897,0.4
0-1,73,Reti Opening,black,13,13,True,True,18,48,0.8461538461538461,0.8,32.15972222222222,33.451388888888886,0.82
0-1,54,"English, Symmetrical Variation",black,8,8,True,True,18,36,1.0384615384615385,0.923076923076923,28.87735849056604,39.14150943396226,-1.23
1/2-1/2,89,Queen's Pawn Opening,draw,8,8,False,False,8,14,0.6511627906976745,0.23404255319148937,27.56497175141243,25.03954802259887,-2.74
1-0,64,Benko's Opening,white,5,5,True,True,20,8,0.9655172413793105,0.7959183673469387,32.496062992125985,29.04724409448819,-0.61
0-1,58,Queen's Pawn Opening,black,14,14,True,True,8,18,1.6190476190476188,0.31666666666666665,31.42105263157895,33.18421052631579,0.9
0-1,131,Reti Opening,black,14,14,True,False,34,30,0.5102040816326531,2.433333333333333,18.1,28.326923076923077,-1.35
1-0,86,Bird's Opening,white,18,18,True,False,12,24,0.7777777777777778,0.28846153846153844,31.31578947368421,25.28654970760234,-0.44
1-0,34,Reti Opening,white,7,7,True,False,10,18,0.5217391304347826,0.3111111111111111,38.08955223880597,33.37313432835821,2.61
0-1,59,English Opening,black,9,9,True,True,4,40,0.8103448275862069,1.0677966101694916,27.775862068965516,34.39655172413793,-0.6
0-1,29,Bird's Opening,black,5,5,True,False,12,14,0.631578947368421,0.7631578947368421,35.44642857142857,37.07142857142857,1.58
1-0,81,Queen's Pawn Opening,white,9,9,False,True,16,16,1.1320754716981132,0.9090909090909091,30.37888198757764,23.391304347826086,0.12
0-1,83,English Opening,black,18,18,True,True,8,2,0.4411764705882353,0.48484848484848486,19.725609756097562,27.115853658536587,0.41
1-0,89,English Opening,white,8,8,False,False,16,12,0.22033898305084745,2.421052631578948,32.271186440677965,18.774011299435028,2.24
1-0,47,Larsen's Opening,white,18,18,True,True,34,18,0.9361702127659575,1.1212121212121213,37.87096774193548,30.0,0.28
0-1,56,Queen's Pawn Opening,black,11,11,True,False,4,12,2.4444444444444446,1.1276595744680853,25.37272727272727,31.945454545454545,-0.42
1-0,51,Reti Opening,white,19,19,True,True,30,4,0.22058823529411764,0.45,38.603960396039604,31.326732673267326,-0.33
1-0,76,"Reti, King's Indian Attack",white,10,10,True,False,16,16,0.4736842105263158,0.7179487179487181,27.483443708609272,20.165562913907284,1.63
0-1,20,Benko's Opening,black,13,13,True,False,2,16,1.1818181818181819,0.9565217391304348,34.31578947368421,32.578947368421055,-0.83
0-1,93,Benko's Opening,black,8,8,False,False,10,24,0.7241379310344828,0.728813559322034,25.918478260869566,28.625,0.58
0-1,50,Dunst Opening,black,7,7,True,True,4,24,3.7499999999999996,0.4390243902439024,31.979591836734695,33.66326530612245,-0.94
1-0,42,Dunst Opening,white,5,5,False,True,4,14,0.8823529411764707,0.7741935483870966,35.95180722891566,31.180722891566266,-0.46
0-1,65,King' s Pawn Opening,black,8,8,True,True,20,8,0.6296296296296295,0.9344262295081966,26.1796875,29.0390625,0.12
1-0,67,Reti Opening,white,11,11,False,True,14,4,1.1132075471698113,0.9629629629629629,32.02255639097744,22.992481203007518,0.77
1-0,57,Reti Opening,white,18,18,False,False,6,6,0.6779661016949152,1.2307692307692306,32.93805309734513,29.38938053097345,0.17
0-1,54,Bird's Opening,black,12,12,True,False,8,36,1.6363636363636362,0.972972972972973,27.92452830188679,31.58490566037736,0.97
0-1,81,Benko's Opening,black,13,13,True,True,24,18,0.37333333333333335,0.5737704918032788,30.10625,31.25625,0.12
1-0,31,Dunst Opening,white,7,7,False,False,14,0,0.6190476190476191,0.625,39.09836065573771,33.40983606557377,-1.35
1-0,48,Dunst Opening,white,17,17,False,True,24,20,0.85,1.75,34.6,29.88421052631579,-1.4
0-1,50,Benko's Opening,black,9,9,True,True,2,10,0.7368421052631579,0.75,31.775510204081634,34.255102040816325,0.2
0-1,107,King' s Pawn Opening,black,10,10,False,True,16,8,0.24719101123595502,0.8367346938775511,26.235849056603772,30.12264150943396,1.39
1-0,65,Bird's Opening,white,7,7,True,False,18,8,0.49056603773584906,0.6551724137931035,33.906976744186046,27.124031007751938,0.66
0-1,49,Larsen's Opening,black,18,18,False,False,14,36,0.3157894736842105,0.4146341463414634,26.09375,32.229166666666664,0.73
1/2-1/2,199,Sicilian Defense,draw,5,5,False,True,16,18,0.4158415841584158,0.24358974358974358,23.446969696969695,16.116161616161616,0.01
0-1,77,Dunst Opening,black,6,6,True,True,8,26,0.6857142857142857,0.4603174603174603,19.098684210526315,30.38157894736842,-0.44
1-0,28,"English, Symmetrical Variation",white,14,14,False,False,16,0,0.6842105263157895,0.6857142857142857,37.654545454545456,32.41818181818182,3.1
0-1,102,King' s Pawn Opening,black,11,11,True,True,8,22,0.3035714285714286,1.875,19.41089108910891,29.45049504950495,-0.92
1/2-1/2,172,Larsen's Opening,draw,19,19,False,True,32,12,6.555555555555556,1.0666666666666667,24.035087719298247,18.27485380116959,-0.1
0-1,54,Queen's Gambit,black,5,5,True,True,22,30,0.7741935483870966,0.8125,32.9622641509434,34.84905660377358,-0.4
0-1,72,Larsen's Opening,black,12,12,True,True,8,28,1.2083333333333333,1.3333333333333335,28.429577464788732,33.08450704225352,0.32
0-1,59,Larsen's Opening,black,18,18,False,True,12,38,1.021276595744681,0.5238095238095238,25.232758620689655,34.69827586206897,0.56
0-1,62,Queen's Pawn Opening,black,19,19,True,True,6,26,0.5507246376811594,0.7317073170731707,31.34426229508197,34.5655737704918,0.74
0-1,61,Benko's Opening,black,10,10,True,False,30,24,0.39024390243902446,3.714285714285715,27.333333333333332,32.375,0.0
0-1,83,Queen's Pawn Opening,black,16,16,True,True,14,24,0.625,2.0322580645161294,24.73170731707317,34.176829268292686,-0.13
1-0,46,Queen's Pawn Opening,white,9,9,True,True,18,0,1.4102564102564104,0.532258064516129,41.0,34.89010989010989,0.35
0-1,68,Benko's Opening,black,15,15,True,True,18,18,3.0624999999999996,1.9230769230769234,24.992537313432837,32.55223880597015,-0.73
0-1,57,Larsen's Opening,black,15,15,False,True,18,52,0.3255813953488372,0.37209302325581395,24.383928571428573,35.330357142857146,1.53
1-0,60,Queen's Pawn Opening,white,6,6,True,True,14,26,0.7727272727272726,1.78125,33.23529411764706,25.529411764705884,0.3
1-0,31,Bird's Opening,white,6,6,True,False,18,0,0.8529411764705882,1.24,38.557377049180324,32.557377049180324,-0.41
0-1,55,Dunst Opening,black,20,20,True,True,4,8,0.6666666666666666,0.8148148148148149,29.694444444444443,35.2962962962963,-0.7
1-0,28,Larsen's Opening,white,7,7,False,False,4,8,0.9,0.7105263157894737,33.345454545454544,33.43636363636364,1.32
1-0,96,Benko's Opening,white,18,18,True,True,18,24,2.0508474576271185,2.6538461538461537,24.968586387434556,19.87958115183246,0.29
1/2-1/2,178,Dunst Opening,draw,11,11,True,True,34,26,0.19230769230769232,0.07894736842105263,18.374647887323945,25.673239436619717,1.15
1-0,68,Benko's Opening,white,16,16,True,False,14,20,3.1904761904761907,2.176470588235294,28.20740740740741,25.466666666666665,0.0
1-0,61,Larsen's Opening,white,13,13,False,False,30,24,0.44000000000000006,1.306122448979592,34.04132231404959,26.99173553719008,-0.41
1-0,73,King' s Pawn Opening,white,7,7,True,True,12,20,3.8750000000000004,1.8620689655172413,28.089655172413792,21.79310344827586,0.02
0-1,49,King' s Pawn Opening,black,18,18,True,False,18,20,0.9545454545454546,0.9130434782608695,29.5,35.875,-0.33
0-1,67,Benko's Opening,black,18,18,True,True,26,24,0.7884615384615383,0.5362318840579711,26.060606060606062,30.689393939393938,-0.64
1-0,67,English Opening,white,9,9,True,False,32,16,1.4848484848484849,1.3870967741935485,39.75187969924812,32.225563909774436,0.57
1-0,33,Bird's Opening,white,13,13,True,True,8,6,1.1875,0.8611111111111112,36.43076923076923,36.323076923076925,-0.84
0-1,35,Dunst Opening,black,12,12,False,True,8,38,1.2272727272727273,3.2857142857142856,27.25,35.705882352941174,-1.22
1-0,38,Queen's Pawn Opening,white,6,6,False,False,20,16,1.5714285714285714,2.941176470588235,36.92,31.066666666666666,0.19
1-0,77,Bird's Opening,white,18,18,True,True,18,22,1.3636363636363635,0.7948717948717948,34.294117647058826,31.065359477124183,0.44
0-1,59,Dunst Opening,black,16,16,True,False,16,26,0.8214285714285714,1.1724137931034482,29.060344827586206,32.83620689655172,-3.58
0-1,56,Dunst Opening,black,17,17,True,True,30,16,0.875,0.42424242424242425,25.363636363636363,29.063636363636363,-0.09
0-1,41,Larsen's Opening,black,11,11,False,False,24,18,0.6363636363636364,1.1428571428571428,33.1875,34.2125,-0.53
0-1,79,Larsen's Opening,black,8,8,False,False,18,36,2.68,3.9047619047619047,26.28846153846154,31.243589743589745,-0.05
0-1,182,Dunst Opening,black,19,19,True,True,8,20,4.571428571428571,0.8999999999999999,17.646408839779006,27.226519337016576,0.38
0-1,69,Dunst Opening,black,18,18,True,True,28,16,0.3888888888888889,1.75,30.102941176470587,31.74264705882353,-0.94
1-0,85,Bird's Opening,white,9,9,False,False,10,6,0.8571428571428571,0.6779661016949151,33.38461538461539,21.36094674556213,-0.48
0-1,83,Larsen's Opening,black,9,9,True,True,12,12,0.5588235294117647,0.28125,27.26829268292683,35.548780487804876,-0.86
0-1,128,Reti Opening,black,7,7,True,True,22,32,2.416666666666667,1.4492753623188406,30.80314960629921,32.43307086614173,0.49
0-1,72,King' s Pawn Opening,black,8,8,True,True,4,18,0.5957446808510639,1.4074074074074074,23.880281690140844,27.5,0.46
0-1,52,Dunst Opening,black,8,8,True,True,12,34,1.5454545454545454,0.41304347826086957,30.176470588235293,35.36274509803921,-0.33
1-0,39,Benko's Opening,white,10,10,False,True,10,10,0.9583333333333333,0.7368421052631579,35.935064935064936,35.38961038961039,0.2
1-0,48,Bird's Opening,white,17,17,True,True,18,16,0.8571428571428571,0.3888888888888889,37.09473684210526,33.21052631578947,0.18
0-1,61,Larsen's Opening,black,8,8,False,True,18,18,2.1764705882352944,0.8260869565217391,26.158333333333335,30.925,-0.29
1-0,54,Dunst Opening,white,11,11,True,True,34,26,0.45283018867924524,0.8095238095238094,36.074766355140184,31.934579439252335,2.03
1-0,56,King's Gambit,white,13,13,True,False,4,22,0.558139534883721,1.375,33.36036036036036,24.963963963963963,1.14
1-0,88,King' s Pawn Opening,white,13,13,True,False,30,30,4.357142857142857,0.15116279069767444,32.26285714285714,29.554285714285715,0.41
1-0,46,Bird's Opening,white,6,6,True,False,16,24,0.5609756097560976,0.5121951219512195,34.26373626373626,30.439560439560438,-0.49
0-1,47,Bird's Opening,black,11,11,False,True,4,12,0.8222222222222222,0.7708333333333334,30.597826086956523,36.31521739130435,-1.53
1-0,57,Larsen's Opening,white,6,6,True,False,14,26,1.0465116279069766,0.3692307692307692,36.27433628318584,31.920353982300885,-0.31
0-1,42,Dunst Opening,black,20,20,True,False,18,8,0.2727272727272727,0.34210526315789475,30.353658536585368,33.170731707317074,-0.86
0-1,22,Benko's Opening,black,10,10,True,False,10,4,0.8928571428571429,0.9285714285714286,35.19047619047619,32.26190476190476,0.03
1-0,36,Reti Opening,white,9,9,True,True,28,18,1.2285714285714286,1.3103448275862069,36.83098591549296,31.887323943661972,-0.9
0-1,50,Larsen's Opening,black,16,16,True,False,20,8,1.95,0.2608695652173913,26.846938775510203,36.93877551020408,-0.15
0-1,72,Larsen's Opening,black,7,7,False,True,4,24,0.6190476190476191,1.0555555555555556,25.577464788732396,33.021126760563384,-0.09
0-1,76,Queen's Pawn Opening,black,20,20,False,True,10,18,0.5,2.259259259259259,25.86,28.06,0.22
1/2-1/2,147,King' s Pawn Opening,draw,16,16,True,True,30,12,0.13934426229508196,1.103448275862069,27.315068493150687,15.342465753424657,0.85
1-0,65,Reti Opening,white,16,16,True,False,26,4,2.5,0.6,33.651162790697676,22.410852713178294,1.6
0-1,43,Reti Opening,black,5,5,True,True,2,22,0.6222222222222222,0.7391304347826086,34.142857142857146,36.857142857142854,-0.16
1-0,78,Larsen's Opening,white,8,8,False,False,32,8,0.7115384615384616,0.74,35.16774193548387,23.587096774193547,-1.92
0-1,57,Reti Opening,black,9,9,True,True,6,34,0.8478260869565218,0.6842105263157895,32.42857142857143,33.794642857142854,0.29
0-1,59,King' s Pawn Opening,black,17,17,True,False,10,10,0.35000000000000003,0.3255813953488372,23.482758620689655,31.75,0.7
0-1,69,Larsen's Opening,black,18,18,True,True,20,28,0.49275362318840576,0.411764705882353,31.558823529411764,30.558823529411764,0.33
0-1,55,"English, Agincourt Defense",black,15,15,True,True,8,40,0.8148148148148149,0.9199999999999999,30.194444444444443,31.453703703703702,0.04
1-0,93,Queen's Pawn Opening,white,15,15,False,False,10,14,0.9876543209876544,0.7358490566037735,33.37837837837838,23.05945945945946,-0.44
1-0,64,"English, Agincourt Defense",white,10,10,False,True,44,38,2.2608695652173916,2.111111111111111,34.74803149606299,27.748031496062993,-0.75
0-1,64,Bird's Opening,black,16,16,True,True,26,12,3.0500000000000003,1.1136363636363638,28.11111111111111,31.238095238095237,0.2
1-0,62,Queen's Pawn Opening,white,10,10,True,True,30,8,0.48333333333333334,0.6976744186046511,34.7479674796748,24.317073170731707,-0.91
1/2-1/2,45,Reti Opening,draw,7,7,True,True,12,10,0.7872340425531915,0.7833333333333333,37.76136363636363,36.67045454545455,0.56
1-0,42,English Opening,white,5,5,True,False,20,2,0.8787878787878789,0.6590909090909092,33.69879518072289,32.04819277108434,-0.33
0-1,50,Bird's Opening,black,19,19,True,True,24,16,2.8124999999999996,1.0666666666666667,31.989795918367346,36.91836734693877,0.11
0-1,36,Queen's Pawn Opening,black,7,7,True,True,20,8,1.85,0.6041666666666666,37.68571428571428,36.75714285714286,-0.05
1-0,52,Reti Opening,white,5,5,True,False,20,4,0.6923076923076922,0.2916666666666667,38.728155339805824,31.097087378640776,0.49
1-0,46,Dunst Opening,white,5,5,False,False,2,2,0.391304347826087,0.7894736842105263,28.318681318681318,23.21978021978022,0.14
0-1,52,Dunst Opening,black,6,6,True,False,10,8,0.8484848484848484,1.5625000000000002,27.38235294117647,30.941176470588236,0.36
1-0,25,English Opening,white,9,9,False,False,4,2,1.0,0.7352941176470589,37.816326530612244,33.38775510204081,0.22
1-0,29,Larsen's Opening,white,9,9,True,True,22,0,1.0344827586206897,1.0,37.68421052631579,31.80701754385965,0.68
1-0,23,Dunst Opening,white,13,13,False,False,14,8,1.2352941176470589,0.4,37.733333333333334,32.37777777777778,1.0
1/2-1/2,143,King' s Pawn Opening,draw,6,6,True,False,18,20,1.2857142857142858,0.48000000000000004,23.633802816901408,17.242957746478872,-0.48
1-0,50,King' s Pawn Opening,white,8,8,True,True,24,6,0.2,0.6111111111111112,37.36363636363637,33.60606060606061,0.46
1-0,34,Benko's Opening,white,9,9,True,False,10,6,0.25,1.4400000000000002,35.940298507462686,31.925373134328357,0.73
0-1,57,Reti Opening,black,9,9,True,True,14,32,0.5254237288135594,0.7118644067796611,34.0625,38.875,-0.38
1-0,70,Alekhine's Defense,white,20,20,True,False,16,6,0.43076923076923074,1.0606060606060606,30.215827338129497,23.136690647482013,1.66
0-1,37,Larsen's Opening,black,11,11,False,True,12,20,1.5,0.7916666666666666,28.305555555555557,38.083333333333336,-0.1
0-1,28,Trompowsky Attack,black,16,16,True,True,2,18,0.75,0.6944444444444444,39.629629629629626,36.24074074074074,0.17
0-1,62,Benko's Opening,black,8,8,True,True,8,10,1.3571428571428572,0.7532467532467533,32.057377049180324,37.204918032786885,0.17
0-1,88,King' s Pawn Opening,black,11,11,True,True,4,16,2.4411764705882355,2.0,26.2183908045977,27.264367816091955,0.94
0-1,85,Bird's Opening,black,20,20,True,True,8,16,0.8518518518518519,0.4871794871794872,23.071428571428573,27.125,-0.5
1-0,47,Reti Opening,white,14,14,True,True,26,4,0.5999999999999999,0.9615384615384615,34.1505376344086,27.322580645161292,0.6
1/2-1/2,248,Reti Opening,draw,17,17,True,True,12,12,4.285714285714286,0.6185567010309279,21.307692307692307,15.313765182186234,0.26
1-0,52,Benko's Opening,white,9,9,True,True,34,10,0.9772727272727274,0.7727272727272727,33.70873786407767,32.271844660194176,0.38
1-0,80,Benko's Opening,white,5,5,True,False,22,16,0.7534246575342466,1.7692307692307694,31.534591194968552,25.955974842767297,0.58
1-0,37,"English, Agincourt Defense",white,18,18,True,True,14,14,1.5517241379310347,0.7333333333333334,37.31506849315068,30.835616438356166,1.03
0-1,43,English Opening,black,16,16,True,False,6,20,0.9772727272727274,1.2045454545454546,35.083333333333336,37.01190476190476,0.0
1-0,53,Reti Opening,white,13,13,False,True,12,12,1.0,0.8648648648648648,35.48571428571429,26.933333333333334,0.48
1-0,33,English Opening,white,15,15,True,True,28,0,0.6153846153846153,0.9705882352941176,37.90769230769231,35.33846153846154,0.22
