result,total_moves,opening,winner,white_skill,black_skill,white_castled,black_castled,white_sacrifices,black_sacrifices,w_knight_to_bishop,b_knight_to_bishop,white_piece_activity,black_piece_activity,eval_after_move_15
1-0,90,Reti Opening,white,19,19,True,True,38,24,0.8780487804878049,0.5660377358490566,32.10614525139665,26.54189944134078,-0.62
0-1,63,English Opening,black,10,10,False,True,18,10,1.0625,1.2727272727272727,30.266129032258064,36.653225806451616,0.02
1-0,51,Queen's Pawn Opening,white,12,12,True,True,14,16,0.7058823529411765,0.8837209302325582,34.59405940594059,33.81188118811881,1.66
1-0,44,"English, Symmetrical Variation",white,15,15,True,True,12,12,0.5789473684210527,0.6944444444444444,33.94252873563219,29.022988505747126,0.18
1-0,39,Benko's Opening,white,13,13,True,True,14,30,0.5666666666666668,1.1081081081081081,35.90909090909091,38.09090909090909,1.55
1-0,69,Queen's Pawn Opening,white,10,10,True,True,28,12,0.18478260869565216,2.1764705882352944,30.131386861313867,25.576642335766422,-0.48
1-0,36,Reti Opening,white,15,15,False,False,0,6,1.064516129032258,1.1333333333333333,30.028169014084508,34.774647887323944,-0.52
0-1,88,Reti Opening,black,6,6,True,True,14,32,0.5142857142857143,3.4705882352941178,23.885057471264368,28.873563218390803,0.82
0-1,57,Dunst Opening,black,10,10,True,True,24,22,0.8813559322033899,1.4883720930232558,31.883928571428573,37.830357142857146,-1.18
1-0,43,"English, Symmetrical Variation",white,8,8,False,True,26,2,1.9642857142857142,0.903225806451613,35.423529411764704,31.223529411764705,-0.47
0-1,69,Dunst Opening,black,12,12,True,True,14,8,0.9189189189189189,0.6666666666666667,30.264705882352942,33.22794117647059,-1.0
1-0,99,Queen's Pawn Opening,white,6,6,False,True,40,20,0.2857142857142857,0.30188679245283023,30.86294416243655,23.893401015228427,1.75
0-1,77,Bird's Opening,black,13,13,True,True,2,28,0.35416666666666663,2.111111111111111,20.789473684210527,26.80921052631579,-0.32
0-1,67,Nimzo-Larsen Attack,black,18,18,False,True,8,12,1.105263157894737,1.3333333333333335,25.96212121212121,34.696969696969695,-0.42
0-1,97,King's Gambit,black,20,20,True,True,22,46,0.4520547945205479,2.1739130434782608,22.760416666666668,29.166666666666668,-1.21
1-0,39,Bird's Opening,white,13,13,True,False,16,8,1.0571428571428572,0.38461538461538464,35.467532467532465,35.76623376623377,-0.64
0-1,76,Larsen's Opening,black,14,14,False,False,10,26,3.2380952380952386,0.33333333333333337,21.786666666666665,32.92666666666667,1.81
0-1,55,Benko's Opening,black,13,13,False,True,0,4,0.6304347826086957,0.7,29.52777777777778,35.00925925925926,1.4
0-1,59,Bird's Opening,black,11,11,True,False,6,28,0.2727272727272727,1.2142857142857144,27.06896551724138,32.775862068965516,-0.67
1-0,69,Queen's Pawn Opening,white,16,16,False,False,22,12,0.5666666666666667,1.35,28.613138686131386,24.67883211678832,0.27
1/2-1/2,209,Indian Defense,draw,17,17,True,True,16,6,0.18620689655172415,0.09803921568627451,18.639423076923077,16.6875,0.34
0-1,66,Bird's Opening,black,5,5,True,True,8,30,0.878048780487805,0.875,32.08461538461538,35.99230769230769,-1.36
0-1,50,English Opening,black,11,11,False,False,4,8,0.5806451612903225,0.8205128205128205,26.336734693877553,33.39795918367347,-1.04
0-1,71,Larsen's Opening,black,19,19,True,False,10,16,1.26,2.7037037037037033,27.335714285714285,32.00714285714286,-0.67
1-0,99,Reti Opening,white,15,15,True,True,22,16,0.19318181818181818,0.5624999999999999,31.761421319796955,17.83756345177665,1.71
1-0,71,Bird's Opening,white,20,20,True,False,18,24,0.4461538461538461,0.5454545454545454,28.21276595744681,25.5177304964539,0.04
0-1,63,Italian Game,black,18,18,True,True,4,18,0.8518518518518519,0.8888888888888887,28.403225806451612,30.225806451612904,1.19
1-0,35,Benko's Opening,white,16,16,True,False,48,6,2.4705882352941178,0.2926829268292683,35.68115942028985,28.942028985507246,2.63
1/2-1/2,182,Reti Opening,draw,6,6,True,True,16,20,0.21875,0.34567901234567905,26.6878453038674,21.334254143646408,0.36
1/2-1/2,166,Benko's Opening,draw,11,11,True,True,26,12,3.6785714285714293,1.3846153846153846,21.55151515151515,14.403030303030302,-0.16
0-1,87,"French, Two Knights Variation",black,15,15,False,True,12,8,0.33898305084745767,1.40625,22.023255813953487,27.517441860465116,-0.21
0-1,94,English Opening,black,9,9,True,False,8,26,1.05,1.3478260869565217,24.698924731182796,30.247311827956988,0.79
1-0,175,"Reti, King's Indian Attack",white,9,9,True,True,24,22,0.972972972972973,1.3666666666666667,21.93409742120344,17.6189111747851,0.6
0-1,77,Queen's Pawn Opening,black,14,14,True,True,12,30,1.0638297872340425,0.9782608695652173,25.394736842105264,29.763157894736842,1.21
0-1,49,Queen's Pawn Opening,black,9,9,True,False,2,8,0.9682539682539683,1.032258064516129,35.0625,35.791666666666664,-0.18
0-1,47,English Opening,black,20,20,True,True,4,14,2.85,0.75,34.27173913043478,34.141304347826086,0.28
1-0,61,Dunst Opening,white,14,14,True,False,34,30,0.6153846153846154,0.6521739130434782,30.958677685950413,32.09090909090909,-0.48
0-1,61,Bird's Opening,black,19,19,False,True,12,18,0.38983050847457623,1.5185185185185184,21.975,27.858333333333334,-1.17
0-1,65,Benko's Opening,black,15,15,True,True,16,20,0.6875,0.5625,25.609375,31.2890625,-0.08
0-1,52,Benko's Opening,black,5,5,False,True,6,38,0.6666666666666666,1.0740740740740742,30.892156862745097,36.088235294117645,-0.05
0-1,56,Larsen's Opening,black,15,15,True,True,10,12,1.0357142857142856,1.0,28.5,37.68181818181818,0.17
0-1,81,Bird's Opening,black,15,15,False,True,12,12,0.6956521739130435,0.6363636363636364,24.65,33.65,0.35
1-0,81,Reti Opening,white,17,17,False,False,16,26,1.3541666666666667,0.6111111111111112,29.53416149068323,18.96894409937888,-0.19
1-0,78,King' s Pawn Opening,white,6,6,True,False,14,4,0.9677419354838709,0.40789473684210525,31.212903225806453,24.606451612903225,0.42
0-1,55,Queen's Pawn Opening,black,14,14,False,False,16,30,1.2333333333333332,1.391304347826087,27.38888888888889,32.824074074074076,1.16
0-1,78,Dunst Opening,black,12,12,True,True,30,26,0.9285714285714286,0.6176470588235294,25.305194805194805,29.707792207792206,0.0
1-0,94,Dunst Opening,white,18,18,True,True,26,28,0.47761194029850745,0.421875,29.754010695187166,26.67379679144385,-0.69
1-0,50,English Opening,white,8,8,True,True,28,10,1.2941176470588236,1.4074074074074074,33.696969696969695,29.828282828282827,-0.26
1-0,27,Bird's Opening,white,19,19,True,False,14,16,1.090909090909091,1.0588235294117647,35.20754716981132,37.264150943396224,0.39
0-1,78,Queen's Pawn Opening,black,15,15,True,False,18,46,1.028985507246377,1.3703703703703702,30.194805194805195,37.1948051948052,-0.38
1-0,51,Dunst Opening,white,19,19,True,True,36,10,0.7272727272727272,1.2666666666666668,40.56435643564357,30.138613861386137,1.09
0-1,60,King' s Pawn Opening,black,17,17,True,True,32,32,1.0555555555555556,1.5937499999999998,26.75423728813559,32.66101694915254,-0.16
1/2-1/2,186,Ruy López,draw,15,15,True,True,28,18,2.75,1.148936170212766,24.431266846361186,15.611859838274933,1.21
0-1,70,English Opening,black,18,18,True,True,4,20,1.5744680851063828,0.7169811320754716,27.528985507246375,34.905797101449274,0.19
1/2-1/2,110,Larsen's Opening,draw,18,18,True,True,6,20,3.375,1.092105263157895,16.077625570776256,22.730593607305938,0.34
0-1,46,King' s Pawn Opening,black,11,11,True,False,16,8,1.1176470588235294,0.37777777777777777,24.233333333333334,32.96666666666667,0.08
1-0,37,Queen's Pawn Opening,white,14,14,True,True,12,22,0.9166666666666667,1.5925925925925926,34.821917808219176,33.342465753424655,0.5
0-1,54,Bird's Opening,black,19,19,True,True,4,14,1.0,0.43548387096774194,32.81132075471698,34.64150943396226,0.04
1-0,52,Bird's Opening,white,11,11,True,False,22,16,1.5714285714285714,1.0,34.53398058252427,24.766990291262136,2.79
1-0,48,Bird's Opening,white,5,5,True,True,14,16,0.6511627906976745,1.04,34.37894736842105,31.736842105263158,-0.1
0-1,40,Dunst Opening,black,11,11,True,True,2,28,1.1071428571428572,0.38636363636363635,34.26923076923077,34.794871794871796,0.14
0-1,118,English Opening,black,12,12,False,True,10,8,0.6744186046511628,0.27450980392156865,14.688034188034187,23.683760683760685,0.53
0-1,96,King' s Pawn Opening,black,19,19,True,True,34,14,0.5079365079365079,0.8936170212765957,28.057894736842105,31.894736842105264,-0.38
1-0,79,Larsen's Opening,white,14,14,True,True,14,6,0.9682539682539683,1.2909090909090908,30.50955414012739,32.9171974522293,-0.01
1-0,90,Ruy López,white,13,13,False,False,24,20,1.5,0.7000000000000001,28.00558659217877,22.508379888268156,0.03
0-1,68,Benko's Opening,black,8,8,True,False,4,18,0.7777777777777778,0.32786885245901637,24.425373134328357,33.014925373134325,1.25
1-0,28,Benko's Opening,white,15,15,True,True,6,10,0.631578947368421,1.4583333333333335,35.14545454545455,35.92727272727273,0.34
1-0,69,Indian Game,white,9,9,False,True,58,14,1.4375,0.9285714285714286,34.627737226277375,27.583941605839417,0.1
1-0,54,Queen's Pawn Opening,white,8,8,True,False,30,4,1.6562500000000002,0.9565217391304349,34.83177570093458,29.925233644859812,0.46
0-1,67,Closed Sicilian,black,14,14,True,True,26,18,0.8837209302325582,4.0,27.318181818181817,31.143939393939394,0.55
1-0,38,Dunst Opening,white,12,12,True,False,10,10,0.8604651162790697,1.125,39.0,29.0,-0.39
1-0,83,Benko's Opening,white,13,13,True,True,44,24,0.8684210526315789,2.0,31.587878787878786,27.78787878787879,-0.11
0-1,70,Benko's Opening,black,20,20,True,True,16,20,0.7407407407407407,0.918032786885246,24.579710144927535,31.681159420289855,0.67
0-1,59,Larsen's Opening,black,16,16,True,True,4,18,0.7166666666666667,1.3636363636363638,34.16379310344828,35.025862068965516,0.26
0-1,54,Bird's Opening,black,16,16,True,False,8,24,0.7254901960784312,1.238095238095238,27.547169811320753,36.509433962264154,0.26
1-0,130,Queen's Pawn Opening,white,12,12,True,False,18,18,0.23076923076923075,0.5862068965517242,25.733590733590734,12.32046332046332,2.36
0-1,91,Reti Opening,black,6,6,True,True,8,16,0.6938775510204082,1.8108108108108107,24.944444444444443,28.461111111111112,-0.19
1-0,54,Reti Opening,white,9,9,False,False,40,2,1.4782608695652175,1.9333333333333333,34.10280373831776,25.785046728971963,3.05
0-1,69,"Reti, King's Indian Attack",black,13,13,True,True,6,20,1.4285714285714286,0.4558823529411765,27.470588235294116,33.286764705882355,0.15
1-0,70,Dunst Opening,white,10,10,True,False,22,28,3.857142857142857,0.380952380952381,28.62589928057554,26.52517985611511,-1.23
0-1,49,Larsen's Opening,black,8,8,True,True,12,2,1.0833333333333333,1.2352941176470589,27.208333333333332,27.833333333333332,0.2
1-0,27,Dunst Opening,white,5,5,True,True,20,4,1.3499999999999999,0.6000000000000001,36.81132075471698,35.22641509433962,-1.64
0-1,58,Dunst Opening,black,10,10,False,True,12,18,0.44,0.5098039215686275,27.166666666666668,33.35964912280702,-0.1
1-0,67,Larsen's Opening,white,13,13,True,True,20,26,0.4074074074074074,0.46874999999999994,30.466165413533833,25.781954887218046,0.54
0-1,48,Bird's Opening,black,7,7,True,True,12,22,0.725,0.8666666666666667,31.659574468085108,35.265957446808514,0.44
1-0,57,Larsen's Opening,white,19,19,True,False,24,30,0.5238095238095238,0.5476190476190476,32.85840707964602,29.495575221238937,0.25
0-1,75,Queen's Pawn Opening,black,12,12,True,True,12,26,1.8750000000000002,0.5208333333333334,20.175675675675677,35.07432432432432,0.83
1-0,40,Queen's Gambit,white,7,7,True,True,6,6,0.3333333333333333,2.8823529411764706,37.89873417721519,33.36708860759494,0.73
1-0,47,Bird's Opening,white,17,17,True,True,18,14,0.27083333333333337,1.1666666666666665,32.193548387096776,22.473118279569892,-0.41
1-0,67,Reti Opening,white,7,7,True,True,16,14,2.4545454545454546,1.4230769230769231,33.05263157894737,26.37593984962406,-0.5
0-1,48,Benko's Opening,black,7,7,True,True,14,24,0.7333333333333333,1.1818181818181819,29.69148936170213,40.244680851063826,-0.21
0-1,64,Bird's Opening,black,9,9,True,True,16,14,1.4705882352941175,2.241379310344828,30.523809523809526,28.53968253968254,0.51
0-1,34,Dunst Opening,black,13,13,False,False,2,30,0.9615384615384616,0.8125,28.772727272727273,36.666666666666664,-1.15
0-1,57,Larsen's Opening,black,10,10,False,True,10,28,0.9545454545454546,0.29411764705882354,22.098214285714285,30.5,-0.19
1-0,75,Queen's Pawn Opening,white,6,6,True,False,34,16,1.5862068965517244,0.24242424242424243,30.523489932885905,23.22818791946309,-0.86
0-1,33,Bird's Opening,black,7,7,False,False,6,14,1.5454545454545454,0.6590909090909091,31.671875,37.09375,-2.76
0-1,67,Dunst Opening,black,8,8,True,True,24,12,0.8888888888888888,0.4117647058823529,29.181818181818183,33.84090909090909,0.0
1-0,46,Reti Opening,white,5,5,True,True,14,22,0.6666666666666666,1.4827586206896555,38.31868131868132,33.64835164835165,0.5
0-1,129,Bird's Opening,black,17,17,False,False,12,20,0.2527472527472527,0.09615384615384616,20.15625,21.9453125,-0.78
1-0,50,Dunst Opening,white,7,7,True,True,24,14,0.56,0.9047619047619049,35.22222222222222,27.91919191919192,-1.34
1/2-1/2,150,Larsen's Opening,draw,5,5,False,True,20,18,1.3333333333333333,1.3934426229508197,25.526845637583893,18.436241610738254,-1.01
1-0,92,Bird's Opening,white,20,20,True,True,26,18,0.513888888888889,1.6052631578947367,30.721311475409838,27.633879781420767,0.4
0-1,74,Alekhine's Defense,black,12,12,True,True,20,8,1.2307692307692308,1.0999999999999999,33.50684931506849,31.69178082191781,1.12
0-1,23,Larsen's Opening,black,13,13,False,False,2,20,0.8666666666666667,1.0,31.727272727272727,36.36363636363637,-1.55
0-1,48,Reti Opening,black,20,20,True,True,22,16,0.36538461538461536,1.2857142857142858,34.170212765957444,35.202127659574465,0.36
0-1,66,Queen's Pawn Opening,black,9,9,False,True,20,16,2.3548387096774195,0.6590909090909091,33.62307692307692,37.96153846153846,-0.16
0-1,60,Reti Opening,black,18,18,True,True,2,16,0.6486486486486486,1.4230769230769231,26.76271186440678,31.050847457627118,0.21
1-0,91,Larsen's Opening,white,15,15,False,True,20,12,1.6585365853658536,0.9215686274509803,31.480662983425415,26.027624309392266,-0.19
1-0,74,"English, King's Indian Variation",white,18,18,False,True,22,20,1.103448275862069,0.851063829787234,26.64625850340136,21.551020408163264,2.41
1-0,52,Larsen's Opening,white,12,12,True,True,2,12,1.272727272727273,0.6136363636363636,35.22330097087379,32.90291262135922,-0.51
0-1,74,Dunst Opening,black,10,10,True,False,40,42,0.782608695652174,0.31645569620253167,25.445205479452056,32.82876712328767,1.43
1-0,91,Benko's Opening,white,13,13,True,True,12,14,0.5357142857142858,0.4246575342465754,30.756906077348066,24.53038674033149,0.98
1-0,54,Benko's Opening,white,14,14,False,True,26,18,1.3243243243243246,0.4838709677419355,37.02803738317757,32.36448598130841,-0.93
1-0,51,Reti Opening,white,12,12,True,True,26,10,1.28125,2.344827586206897,35.45544554455446,34.584158415841586,1.31
0-1,40,King' s Pawn Opening,black,5,5,False,True,12,8,0.5121951219512195,0.5116279069767442,33.756410256410255,35.205128205128204,-0.25
1-0,82,"English, Agincourt Defense",white,15,15,True,True,18,4,3.0555555555555554,1.0,30.779141104294478,23.8159509202454,1.37
1/2-1/2,65,King' s Pawn Opening,draw,20,20,True,False,8,10,0.5357142857142857,0.9090909090909091,26.2734375,25.875,0.51
0-1,53,Queen's Pawn Opening,black,19,19,False,False,22,46,0.4324324324324324,2.09375,36.49038461538461,37.89423076923077,1.79
1-0,59,Queen's Pawn Opening,white,13,13,True,True,36,8,0.925925925925926,0.6101694915254238,34.65811965811966,28.188034188034187,0.3
0-1,44,Reti Opening,black,14,14,True,True,10,26,0.66,0.861111111111111,32.2093023255814,36.151162790697676,0.36
1-0,57,Reti Opening,white,15,15,True,True,12,2,0.75,0.7659574468085105,35.32743362831859,28.991150442477878,-0.7
0-1,52,English Opening,black,11,11,True,True,10,10,0.738095238095238,0.75,34.07843137254902,35.14705882352941,1.27
1-0,21,Queen's Pawn Opening,white,17,17,False,False,20,2,1.1764705882352942,1.4285714285714286,35.90243902439025,31.170731707317074,2.8
0-1,53,Dunst Opening,black,14,14,False,False,6,12,2.0869565217391304,0.5714285714285714,29.798076923076923,35.34615384615385,-0.01
0-1,34,English Opening,black,11,11,True,True,2,38,1.111111111111111,0.8484848484848485,33.45454545454545,34.31818181818182,0.43
0-1,41,Dunst Opening,black,19,19,True,False,10,12,0.625,0.65625,32.425,35.7125,-0.77
0-1,72,Larsen's Opening,black,11,11,False,False,20,26,1.0,3.7333333333333334,23.781690140845072,29.176056338028168,-0.82
1-0,59,Benko's Opening,white,10,10,True,True,20,24,0.7246376811594204,1.5,34.11965811965812,32.97435897435897,-0.52
0-1,51,Sicilian Defense,black,19,19,False,True,24,32,0.576271186440678,0.7333333333333334,34.53,38.4,-0.31
1/2-1/2,155,Benko's Opening,draw,11,11,False,False,18,12,1.9705882352941178,1.0192307692307692,24.0974025974026,16.064935064935064,0.78
1-0,26,Benko's Opening,white,19,19,False,False,2,10,0.7727272727272727,0.7307692307692308,32.72549019607843,33.03921568627451,1.88
1-0,61,Italian Game,white,5,5,True,True,20,18,2.3076923076923075,0.625,30.049586776859503,26.1900826446281,0.24
1-0,77,Bird's Opening,white,7,7,True,True,10,8,0.6229508196721312,0.819672131147541,33.68627450980392,32.849673202614376,-1.59
1-0,43,Bird's Opening,white,15,15,False,False,36,0,1.5416666666666667,0.5,34.45882352941177,27.435294117647057,-0.64
1-0,65,Bird's Opening,white,13,13,True,True,28,12,0.9666666666666666,0.6666666666666666,37.44186046511628,33.17829457364341,0.81
0-1,66,Bird's Opening,black,13,13,False,True,2,26,0.3561643835616438,0.5599999999999999,26.976923076923075,33.16923076923077,0.13
1-0,37,Veresov Attack,white,5,5,False,True,8,10,1.2916666666666667,0.5641025641025641,36.41095890410959,32.794520547945204,0.76
0-1,96,English Opening,black,15,15,False,True,12,24,1.1481481481481481,1.0,24.557894736842105,27.694736842105264,0.33
0-1,50,King' s Pawn Opening,black,18,18,True,True,16,22,1.7,0.4090909090909091,34.3469387755102,37.244897959183675,-0.08
0-1,73,Reti Opening,black,10,10,True,True,4,18,0.7674418604651162,0.36363636363636365,24.23611111111111,29.229166666666668,-0.13
1/2-1/2,194,"English, Agincourt Defense",draw,16,16,False,True,12,16,2.2777777777777777,2.675675675675676,13.881136950904393,22.68217054263566,0.13
1-0,87,Larsen's Opening,white,10,10,True,True,18,8,2.5769230769230766,0.7142857142857143,30.0,19.277456647398843,-0.57
1-0,40,Bird's Opening,white,5,5,False,True,20,6,0.9767441860465117,0.4418604651162791,36.949367088607595,35.936708860759495,4.04
1-0,69,Bird's Opening,white,6,6,True,True,30,2,0.6666666666666667,1.2203389830508475,36.18978102189781,30.927007299270073,-0.03
0-1,55,Reti Opening,black,12,12,True,True,18,26,0.7916666666666667,0.8888888888888888,36.03703703703704,38.2037037037037,0.75
1-0,54,Bird's Opening,white,14,14,True,False,44,6,0.6527777777777778,1.6666666666666667,38.52336448598131,33.700934579439256,0.33
1-0,90,Queen's Pawn Opening,white,11,11,False,True,32,18,0.6756756756756757,1.4054054054054055,33.01117318435754,29.463687150837988,0.76
0-1,71,English Opening,black,11,11,True,True,10,18,0.5416666666666667,3.5882352941176467,31.55,33.73571428571429,0.57
1-0,30,Bird's Opening,white,16,16,True,False,6,12,0.7741935483870968,0.6451612903225806,36.25423728813559,35.71186440677966,0.09
0-1,22,Benko's Opening,black,17,17,True,True,2,2,1.1199999999999999,0.8571428571428571,34.61904761904762,37.61904761904762,-1.05
0-1,64,Bird's Opening,black,20,20,True,True,18,22,0.3409090909090909,0.75,26.825396825396826,30.5,0.38
1-0,72,"English, Symmetrical Variation",white,19,19,True,True,18,10,0.5441176470588235,0.5365853658536586,32.83216783216783,24.503496503496503,0.98
1-0,119,Benko's Opening,white,12,12,True,True,26,6,0.2192982456140351,0.7068965517241379,27.68776371308017,18.88185654008439,0.1
0-1,45,Larsen's Opening,black,9,9,True,True,24,10,1.2941176470588234,1.1282051282051282,33.54545454545455,34.68181818181818,-0.83
1-0,61,King' s Pawn Opening,white,12,12,True,False,36,6,1.0227272727272727,0.4794520547945205,35.67768595041322,33.1900826446281,-0.81
1-0,67,Larsen's Opening,white,5,5,False,False,12,16,1.2127659574468084,0.3478260869565218,32.96992481203007,25.0,0.68
0-1,43,"English, Agincourt Defense",black,12,12,False,True,6,16,0.5365853658536586,1.0,31.547619047619047,36.345238095238095,0.65
1-0,74,Queen's Pawn Opening,white,13,13,True,True,32,20,2.5999999999999996,1.7647058823529411,36.02721088435374,28.523809523809526,-0.81
1-0,93,Bird's Opening,white,9,9,True,True,40,16,0.5454545454545455,4.95,33.74054054054054,30.643243243243244,-0.69
1-0,58,Larsen's Opening,white,16,16,False,True,24,6,0.5087719298245614,0.7391304347826086,34.06956521739131,26.730434782608697,0.23
1-0,57,Bird's Opening,white,10,10,True,False,26,10,0.7222222222222223,1.32,34.15929203539823,23.82300884955752,0.47
0-1,60,Dunst Opening,black,5,5,False,False,2,12,1.08,0.46428571428571436,25.0,31.6864406779661,-2.65
1-0,59,Reti Opening,white,18,18,False,False,6,8,0.41666666666666663,0.48888888888888893,32.52136752136752,27.35042735042735,0.98
0-1,40,Bird's Opening,black,5,5,True,True,24,6,0.6111111111111112,1.2432432432432432,35.47435897435897,35.58974358974359,-0.05
1-0,44,Bird's Opening,white,16,16,True,True,20,8,0.7428571428571429,0.6222222222222222,35.310344827586206,32.10344827586207,-1.85
1-0,91,English Opening,white,11,11,False,False,14,10,0.717948717948718,1.5,28.806629834254142,20.895027624309392,-0.18
1-0,52,Benko's Opening,white,9,9,True,True,34,22,0.40476190476190477,0.48,33.52427184466019,27.74757281553398,0.61
0-1,43,Larsen's Opening,black,15,15,False,True,8,16,0.8421052631578947,1.2903225806451613,32.607142857142854,35.666666666666664,-0.72
0-1,87,Benko's Opening,black,10,10,True,True,40,14,1.3333333333333335,4.055555555555555,20.197674418604652,30.406976744186046,0.11
0-1,79,Bird's Opening,black,12,12,True,True,12,16,0.8421052631578948,2.096774193548387,22.576923076923077,28.692307692307693,0.65
0-1,70,Bird's Opening,black,9,9,True,True,8,18,1.8800000000000003,0.2823529411764706,26.543478260869566,31.68840579710145,-0.32
1/2-1/2,126,Larsen's Opening,draw,20,20,True,True,20,18,3.2500000000000004,0.3333333333333333,16.028,25.424,0.02
1-0,55,Reti Opening,white,6,6,True,True,16,6,0.4909090909090909,0.8,36.678899082568805,31.275229357798164,1.12
0-1,32,Reti Opening,black,9,9,False,True,16,32,0.909090909090909,0.4523809523809524,31.483870967741936,34.37096774193548,0.99
0-1,88,Bird's Opening,black,13,13,True,True,6,44,0.59375,2.9655172413793105,20.701149425287355,26.92528735632184,0.36
1-0,58,Dunst Opening,white,12,12,True,True,22,32,0.40384615384615385,1.2592592592592593,31.504347826086956,29.4,-0.5
0-1,83,Queen's Pawn Opening,black,13,13,True,False,20,16,0.46296296296296297,4.2,25.914634146341463,30.5,0.2
1-0,55,Alekhine's Defense,white,20,20,True,False,12,10,0.5151515151515151,0.5757575757575757,28.275229357798164,22.28440366972477,0.52
1-0,51,Bird's Opening,white,15,15,True,False,18,8,0.8135593220338984,1.7,36.75247524752475,38.97029702970297,0.37
1-0,80,Queen's Pawn Opening,white,15,15,True,True,8,6,0.3113207547169811,0.25,31.88050314465409,20.90566037735849,4.14
0-1,70,Larsen's Opening,black,8,8,True,False,28,38,2.0526315789473686,0.56,27.355072463768117,34.833333333333336,-0.08
0-1,54,Larsen's Opening,black,9,9,True,False,14,6,0.888888888888889,1.3076923076923077,26.21698113207547,32.301886792452834,-1.81
1-0,32,Benko's Opening,white,14,14,True,True,12,2,0.5476190476190477,0.8333333333333334,37.0,33.904761904761905,0.38
0-1,67,Benko's Opening,black,15,15,True,True,4,20,0.5526315789473685,1.7272727272727273,27.810606060606062,32.015151515151516,-0.09
0-1,56,Reti Opening,black,11,11,True,True,10,18,0.47457627118644075,0.5263157894736842,33.345454545454544,36.56363636363636,0.0
1-0,41,Larsen's Opening,white,13,13,True,True,30,24,1.2666666666666666,1.68,34.25925925925926,34.95061728395062,-0.73
1-0,56,Bird's Opening,white,14,14,True,False,18,10,1.2702702702702702,0.40816326530612246,36.090090090090094,27.36036036036036,0.18
0-1,105,King' s Pawn Opening,black,20,20,True,True,28,16,0.6808510638297872,0.5769230769230769,21.22596153846154,30.403846153846153,0.0
1-0,50,Larsen's Opening,white,7,7,True,True,22,16,0.803030303030303,0.8518518518518519,36.72727272727273,32.95959595959596,-0.54
1-0,73,Larsen's Opening,white,17,17,False,False,20,6,0.7272727272727272,0.9841269841269841,36.765517241379314,28.675862068965518,0.58
0-1,87,English Opening,black,5,5,True,True,18,32,0.6625,2.6764705882352944,30.58139534883721,34.5,0.6
1-0,166,Queen's Pawn Opening,white,19,19,False,True,10,8,3.891891891891892,0.8571428571428573,22.69788519637462,15.241691842900302,0.92
0-1,37,Benko's Opening,black,5,5,True,True,6,16,0.9148936170212767,0.5416666666666666,33.513888888888886,35.52777777777778,0.15
1-0,49,Bird's Opening,white,20,20,True,False,10,8,0.975609756097561,0.7234042553191489,35.5360824742268,37.876288659793815,-0.72
1-0,62,King' s Pawn Opening,white,12,12,True,True,10,18,0.33333333333333337,1.5217391304347825,36.016260162601625,32.796747967479675,0.0
0-1,87,Reti Opening,black,13,13,False,False,16,16,0.4,0.8148148148148148,24.308139534883722,28.412790697674417,0.76
1-0,45,Queen's Pawn Opening,white,10,10,True,True,30,2,0.43333333333333335,0.6206896551724138,37.13483146067416,34.49438202247191,-0.86
0-1,41,Dunst Opening,black,16,16,True,True,2,26,1.1785714285714288,1.761904761904762,31.825,36.1625,-0.74
0-1,50,Alekhine's Defense,black,7,7,True,False,22,2,0.372093023255814,1.8823529411764708,34.857142857142854,38.59183673469388,-0.09
1/2-1/2,26,Dunst Opening,draw,20,20,True,True,12,2,1.1818181818181817,0.4117647058823529,33.254901960784316,34.88235294117647,-0.35
1/2-1/2,96,Vienna Game,draw,16,16,True,True,18,18,0.4634146341463415,0.6595744680851063,29.05235602094241,27.832460732984295,-3.64
0-1,77,Larsen's Opening,black,14,14,True,False,20,12,0.45833333333333337,3.8749999999999996,26.835526315789473,29.42763157894737,-0.45
1/2-1/2,156,Sicilian Defense,draw,18,18,True,True,12,40,3.583333333333333,0.75,19.784565916398712,23.022508038585208,-1.32
1-0,61,Alekhine's Defense,white,13,13,True,True,26,6,0.7741935483870968,0.8518518518518519,32.59504132231405,22.520661157024794,-0.62
1-0,51,Benko's Opening,white,19,19,True,True,32,12,0.7049180327868851,1.0943396226415094,38.23762376237624,34.633663366336634,0.01
0-1,64,Sicilian Defense,black,16,16,False,True,16,42,0.8333333333333334,0.38095238095238093,25.69047619047619,35.61904761904762,-1.7
1/2-1/2,138,Benko's Opening,draw,8,8,True,True,16,22,2.228571428571428,1.3111111111111111,18.716363636363635,26.403636363636362,0.21
0-1,57,Reti Opening,black,15,15,True,True,2,22,0.28787878787878785,0.27941176470588236,32.089285714285715,38.214285714285715,0.37
0-1,67,Reti Opening,black,8,8,True,True,8,22,1.2424242424242424,0.575,24.28030303030303,35.00757575757576,-0.67
0-1,89,Dunst Opening,black,14,14,True,True,16,24,1.032258064516129,0.8227848101265822,28.261363636363637,32.88068181818182,-0.28
0-1,78,Larsen's Opening,black,5,5,True,True,14,24,1.6000000000000003,1.0,27.51948051948052,30.058441558441558,0.33
0-1,54,Bird's Opening,black,16,16,True,False,36,14,1.1785714285714286,1.6764705882352942,28.971698113207548,32.0,-0.55
1/2-1/2,150,English Opening,draw,20,20,True,True,36,20,0.4482758620689656,2.2307692307692304,15.42809364548495,24.00334448160535,0.7
