result,total_moves,opening,winner,white_skill,black_skill,white_castled,black_castled,white_sacrifices,black_sacrifices,w_knight_to_bishop,b_knight_to_bishop,w_center_control,b_center_control,white_piece_activity,black_piece_activity,eval_after_move_15
0-1,108,Bird's Opening,black,6,6,True,False,20,20,0.8275862068965516,4.333333333333333,1.9345794392523366,2.6682242990654204,23.19626168224299,26.317757009345794,0.23
0-1,28,Bird's Opening,black,5,5,True,True,8,4,1.0,0.6944444444444444,3.3518518518518516,2.425925925925926,35.111111111111114,36.75925925925926,-0.69
1-0,49,King' s Pawn Opening,white,5,5,True,True,46,18,1.7999999999999998,0.48837209302325585,3.2268041237113403,2.247422680412371,37.597938144329895,28.917525773195877,0.75
0-1,77,Dunst Opening,black,16,16,True,True,18,18,1.0697674418604652,0.23880597014925373,2.25,2.638157894736842,25.480263157894736,31.717105263157894,0.46
0-1,87,Dunst Opening,black,14,14,True,True,16,44,1.8181818181818183,0.1851851851851852,1.7965116279069768,2.546511627906977,28.209302325581394,32.49418604651163,-0.62
0-1,55,Reti Opening,black,14,14,True,True,8,28,0.8125,2.0909090909090904,1.8425925925925926,1.8148148148148149,24.685185185185187,28.166666666666668,1.06
0-1,48,Bird's Opening,black,18,18,True,True,6,8,0.6666666666666666,1.4482758620689655,2.8617021276595747,3.276595744680851,33.4468085106383,34.98936170212766,-0.31
1-0,52,Reti Opening,white,9,9,True,True,4,10,1.346153846153846,1.3863636363636365,3.0194174757281553,3.3009708737864076,34.87378640776699,36.43689320388349,-0.63
1-0,60,Queen's Pawn Opening,white,9,9,False,False,26,28,0.6578947368421053,1.0285714285714287,2.1260504201680672,1.7647058823529411,30.630252100840337,24.48739495798319,0.68
1-0,52,Benko's Opening,white,7,7,False,True,6,12,4.0,0.6904761904761906,2.6310679611650487,2.8058252427184467,35.883495145631066,31.66990291262136,0.09
0-1,54,Dunst Opening,black,10,10,True,False,6,32,1.7600000000000002,0.923076923076923,2.830188679245283,1.4528301886792452,30.81132075471698,31.9811320754717,-1.03
1-0,44,Larsen's Opening,white,5,5,True,True,22,0,0.5517241379310345,0.7749999999999999,3.471264367816092,2.8735632183908044,35.49425287356322,30.632183908045977,-0.38
1-0,46,English Opening,white,17,17,True,True,6,8,0.6730769230769231,1.0285714285714285,3.197802197802198,3.087912087912088,33.32967032967033,32.37362637362637,0.37
1-0,95,King' s Pawn Opening,white,18,18,True,False,16,10,1.0547945205479452,1.0571428571428572,2.142857142857143,1.343915343915344,29.16931216931217,16.92063492063492,-0.64
1-0,45,Dunst Opening,white,15,15,True,True,22,10,1.0,0.7499999999999999,2.303370786516854,1.3707865168539326,33.325842696629216,26.235955056179776,0.18
0-1,36,Bird's Opening,black,17,17,True,True,10,20,0.896551724137931,0.7954545454545454,2.914285714285714,3.057142857142857,35.07142857142857,35.5,-0.85
0-1,68,Reti Opening,black,7,7,True,True,24,32,0.7391304347826088,0.5,2.074626865671642,2.701492537313433,23.47761194029851,35.46268656716418,-0.25
0-1,37,Benko's Opening,black,9,9,True,True,8,16,0.48148148148148145,0.736842105263158,2.1805555555555554,3.5972222222222223,29.125,37.111111111111114,0.14
1-0,84,Queen's Pawn Opening,white,15,15,True,False,32,10,1.823529411764706,1.6785714285714286,3.065868263473054,1.7964071856287425,31.005988023952096,23.706586826347305,0.62
1-0,52,Queen's Pawn Opening,white,5,5,False,False,8,4,1.4285714285714284,0.6470588235294118,2.203883495145631,2.2524271844660193,30.97087378640777,29.893203883495147,0.98
1-0,70,Dunst Opening,white,13,13,False,True,42,16,0.894736842105263,1.3076923076923077,2.712230215827338,1.841726618705036,30.73381294964029,22.72661870503597,-1.19
1/2-1/2,152,Bird's Opening,draw,11,11,False,True,22,18,0.6333333333333334,0.23287671232876714,1.7821782178217822,1.372937293729373,17.273927392739274,23.323432343234323,-0.25
1-0,59,Benko's Opening,white,20,20,True,True,52,28,1.142857142857143,1.1,2.4957264957264957,2.1452991452991452,34.61538461538461,27.965811965811966,0.76
1-0,151,English Opening,white,8,8,True,False,12,38,0.7837837837837838,1.3414634146341464,2.2956810631229234,1.6744186046511629,30.19269102990033,16.737541528239202,0.61
1-0,74,King' s Pawn Opening,white,19,19,True,True,16,12,0.5555555555555556,1.2820512820512822,2.1700680272108843,2.0408163265306123,31.72108843537415,25.401360544217688,1.18
0-1,79,English Opening,black,14,14,False,True,16,20,2.125,0.537037037037037,2.301282051282051,2.1153846153846154,24.21153846153846,26.42948717948718,1.31
1-0,52,Closed Sicilian,white,19,19,True,True,24,2,0.3,0.5857142857142857,3.1262135922330097,2.262135922330097,35.980582524271846,29.339805825242717,-0.43
1-0,61,Dunst Opening,white,17,17,True,True,14,4,1.2162162162162162,0.24528301886792453,2.347107438016529,2.1074380165289255,29.876033057851238,26.776859504132233,-0.19
1-0,56,Reti Opening,white,18,18,True,True,12,12,2.1379310344827585,1.1515151515151514,2.7387387387387387,1.954954954954955,31.34234234234234,25.71171171171171,0.36
1-0,39,Larsen's Opening,white,16,16,True,True,32,4,0.5769230769230769,1.314285714285714,3.311688311688312,2.324675324675325,34.42857142857143,30.532467532467532,0.3
0-1,66,Dunst Opening,black,6,6,False,True,12,36,1.1891891891891893,3.157894736842105,3.1615384615384614,2.5153846153846153,26.50769230769231,33.58461538461538,0.95
1-0,41,Reti Opening,white,5,5,True,False,6,6,0.826923076923077,0.6666666666666666,2.9135802469135803,2.8271604938271606,36.75308641975309,33.41975308641975,0.73
1-0,41,Queen's Pawn Opening,white,18,18,True,False,26,24,2.0,0.7941176470588235,2.5308641975308643,2.308641975308642,35.2962962962963,30.555555555555557,2.51
0-1,58,Dunst Opening,black,15,15,True,True,14,42,0.17391304347826086,0.15942028985507245,2.719298245614035,2.06140350877193,29.517543859649123,35.824561403508774,-0.41
0-1,87,Queen's Pawn Opening,black,13,13,False,True,30,66,1.4615384615384615,1.6296296296296295,1.5813953488372092,2.9011627906976742,20.738372093023255,31.83139534883721,1.35
0-1,64,Dunst Opening,black,6,6,True,True,16,8,0.7692307692307693,0.6428571428571429,2.134920634920635,3.0476190476190474,27.984126984126984,36.8968253968254,-0.09
0-1,58,Dunst Opening,black,7,7,True,False,14,10,3.1818181818181817,1.7241379310344829,2.7017543859649122,2.236842105263158,28.482456140350877,34.40350877192982,-0.08
1-0,66,Reti Opening,white,16,16,True,False,18,8,0.6619718309859155,0.5399999999999999,2.801526717557252,2.2519083969465647,34.656488549618324,29.65648854961832,0.22
0-1,104,Bird's Opening,black,20,20,True,True,18,22,0.36,0.7222222222222221,1.9320388349514563,2.1116504854368934,21.902912621359224,29.349514563106798,-0.41
1-0,39,Bird's Opening,white,6,6,True,False,26,8,0.7317073170731707,1.8399999999999999,3.272727272727273,2.142857142857143,36.688311688311686,28.844155844155843,-0.03
0-1,51,Benko's Opening,black,19,19,False,False,28,12,2.388888888888889,0.6458333333333333,2.67,3.26,32.18,34.5,-0.29
1-0,38,Bird's Opening,white,19,19,True,False,40,10,1.5909090909090908,1.3214285714285714,3.3333333333333335,2.1866666666666665,36.906666666666666,33.68,-0.67
0-1,72,Dunst Opening,black,17,17,True,True,24,20,0.7692307692307693,1.1020408163265307,1.9225352112676057,2.2183098591549295,21.619718309859156,31.591549295774648,-0.27
1-0,60,Bird's Opening,white,14,14,True,False,10,10,0.62,0.5192307692307693,2.53781512605042,1.7394957983193278,30.983193277310924,24.77310924369748,-2.33
0-1,37,King' s Pawn Opening,black,20,20,True,True,2,10,0.9722222222222222,1.0,2.9027777777777777,3.138888888888889,35.18055555555556,37.513888888888886,0.38
1-0,37,Queen's Pawn Opening,white,12,12,True,True,24,14,1.24,0.631578947368421,2.712328767123288,2.671232876712329,34.73972602739726,34.9041095890411,-1.04
1-0,24,Queen's Pawn Opening,white,5,5,True,True,20,6,2.6666666666666665,1.380952380952381,3.1702127659574466,3.021276595744681,35.744680851063826,31.829787234042552,-1.36
0-1,88,Reti Opening,black,13,13,True,True,28,28,0.38461538461538464,1.6111111111111112,1.8448275862068966,2.028735632183908,20.99425287356322,29.201149425287355,0.32
1-0,20,Bird's Opening,white,9,9,True,False,12,8,0.782608695652174,0.8260869565217391,2.641025641025641,3.282051282051282,34.92307692307692,34.48717948717949,0.63
0-1,61,King' s Pawn Opening,black,5,5,True,False,20,12,0.7346938775510203,1.1764705882352942,2.05,2.2,28.966666666666665,34.34166666666667,-1.14
0-1,50,Dunst Opening,black,6,6,False,True,8,10,1.3076923076923077,0.6065573770491803,2.336734693877551,2.836734693877551,30.428571428571427,34.3469387755102,-0.26
0-1,35,Dunst Opening,black,13,13,False,True,20,6,1.037037037037037,0.368421052631579,2.7058823529411766,3.264705882352941,35.6764705882353,36.19117647058823,0.18
0-1,42,English Opening,black,9,9,False,True,16,10,0.611111111111111,1.2857142857142858,3.317073170731707,2.8292682926829267,30.536585365853657,36.853658536585364,-0.29
1-0,33,Queen's Pawn Opening,white,16,16,False,False,36,4,2.7857142857142856,1.4,3.292307692307692,2.276923076923077,36.90769230769231,29.50769230769231,1.33
1-0,43,"English, Mikenas-Carls Variation",white,12,12,False,False,14,12,0.38636363636363635,0.46153846153846156,2.8588235294117648,2.447058823529412,36.32941176470588,29.28235294117647,2.8
0-1,54,Reti Opening,black,17,17,False,True,4,46,1.8095238095238095,0.4347826086956522,2.0660377358490565,3.3207547169811322,26.68867924528302,34.54716981132076,0.98
1-0,91,King' s Pawn Opening,white,6,6,True,True,12,20,0.4625,1.0434782608695652,2.6464088397790055,2.0,32.47513812154696,26.76243093922652,-1.3
1-0,48,Bird's Opening,white,15,15,True,True,18,12,1.2,0.96,3.0631578947368423,3.5157894736842104,37.66315789473684,34.863157894736844,-0.7
0-1,55,King's Gambit,black,11,11,False,False,12,28,0.3392857142857143,0.6666666666666666,2.990740740740741,2.4814814814814814,36.50925925925926,34.111111111111114,-1.03
0-1,57,Indian Defense,black,13,13,True,True,14,18,0.892857142857143,0.8846153846153846,2.142857142857143,2.169642857142857,27.8125,32.125,-1.37
1-0,40,Larsen's Opening,white,9,9,False,False,20,10,2.2857142857142856,0.5555555555555556,2.7848101265822787,2.4556962025316458,38.64556962025316,30.341772151898734,1.17
0-1,95,Larsen's Opening,black,6,6,True,True,18,36,1.1764705882352942,0.4166666666666667,1.4148936170212767,2.595744680851064,22.46808510638298,26.77127659574468,-0.02
0-1,55,Benko's Opening,black,6,6,True,True,6,16,0.5223880597014925,0.7321428571428571,2.425925925925926,3.037037037037037,31.296296296296298,37.361111111111114,0.13
1-0,40,Reti Opening,white,20,20,False,False,20,4,1.081081081081081,1.0,2.3797468354430378,2.759493670886076,32.50632911392405,30.518987341772153,0.6
1/2-1/2,254,Larsen's Opening,draw,9,9,False,True,16,10,0.08994708994708996,0.1781609195402299,1.5187376725838264,1.5621301775147929,21.34319526627219,21.50887573964497,0.46
1-0,169,Larsen's Opening,white,16,16,True,False,14,2,0.30508474576271183,0.3763440860215054,2.456973293768546,1.3887240356083086,19.78635014836795,17.69139465875371,0.21
1-0,60,Reti Opening,white,17,17,True,True,24,28,0.9298245614035087,1.375,2.3361344537815127,2.596638655462185,32.39495798319328,31.781512605042018,0.32
0-1,54,English Opening,black,9,9,True,True,8,38,0.8,0.8717948717948718,2.6226415094339623,3.1037735849056602,30.59433962264151,35.216981132075475,0.89
0-1,20,Reti Opening,black,16,16,False,False,0,16,0.9230769230769231,1.0,2.9210526315789473,2.5789473684210527,35.0,33.473684210526315,0.65
1-0,101,Alekhine's Defense,white,19,19,True,True,32,14,0.4571428571428572,5.0,1.592039800995025,2.283582089552239,25.52238805970149,26.48258706467662,-0.71
0-1,68,Bird's Opening,black,20,20,True,True,12,22,2.0,1.361111111111111,2.0074626865671643,2.8582089552238807,26.111940298507463,29.98507462686567,-0.25
1-0,54,Bird's Opening,white,5,5,True,True,26,18,1.8750000000000002,0.7346938775510203,3.364485981308411,2.2523364485981308,32.2803738317757,32.41121495327103,-0.76
1-0,90,Reti Opening,white,12,12,False,True,20,14,0.638888888888889,1.4615384615384615,2.3966480446927374,1.9441340782122905,32.24022346368715,22.743016759776538,0.25
0-1,62,Dunst Opening,black,17,17,True,True,6,18,2.291666666666667,1.3548387096774195,2.3278688524590163,2.942622950819672,28.098360655737704,34.4344262295082,-0.49
1-0,18,Queen's Pawn Opening,white,5,5,False,False,14,14,1.105263157894737,0.5833333333333334,2.942857142857143,2.942857142857143,36.74285714285714,33.6,-2.39
1-0,49,Reti Opening,white,6,6,True,False,10,10,0.5,2.7,3.0309278350515463,2.649484536082474,30.22680412371134,28.123711340206185,1.76
0-1,97,King' s Pawn Opening,black,20,20,True,True,20,10,0.8,0.7804878048780488,1.5677083333333333,2.109375,24.307291666666668,24.65625,0.4
1-0,84,English Opening,white,19,19,True,True,34,46,0.72,1.441860465116279,2.748502994011976,2.8682634730538923,33.23952095808383,28.78443113772455,0.25
0-1,44,Larsen's Opening,black,15,15,False,True,8,22,0.8095238095238094,0.883720930232558,2.8488372093023258,2.9069767441860463,33.825581395348834,35.7906976744186,-0.33
0-1,49,Reti Opening,black,15,15,True,True,12,12,0.6,0.3829787234042553,2.6041666666666665,1.9270833333333333,30.90625,32.552083333333336,-0.03
0-1,68,Bird's Opening,black,11,11,False,True,22,10,0.7428571428571428,1.956521739130435,2.7611940298507465,3.3358208955223883,31.432835820895523,35.67164179104478,-0.49
1/2-1/2,137,Nimzo-Indian Defense,draw,10,10,True,True,18,20,0.8636363636363636,0.475,1.7802197802197801,2.318681318681319,19.98168498168498,28.663003663003664,-0.46
0-1,33,Benko's Opening,black,14,14,True,False,10,2,0.8529411764705882,0.6190476190476191,2.5,1.953125,35.0,36.65625,2.27
0-1,60,King' s Pawn Opening,black,12,12,True,True,8,14,1.0238095238095237,1.222222222222222,2.0847457627118646,2.5762711864406778,26.593220338983052,38.6271186440678,-0.42
1-0,60,Reti Opening,white,19,19,True,True,18,6,0.8363636363636363,0.8833333333333333,2.865546218487395,3.042016806722689,35.42857142857143,33.319327731092436,-0.8
1-0,69,Reti Opening,white,17,17,False,True,26,34,2.409090909090909,0.7575757575757576,2.394160583941606,1.8102189781021898,33.394160583941606,27.16058394160584,1.21
0-1,75,English Opening,black,15,15,True,True,12,16,0.40625,3.7037037037037033,1.9256756756756757,2.2432432432432434,24.81081081081081,28.824324324324323,-1.05
1/2-1/2,59,Reti Opening,draw,16,16,True,True,14,10,0.9545454545454545,1.1315789473684212,2.7948717948717947,2.1965811965811968,36.256410256410255,33.82051282051282,0.2
0-1,52,Benko's Opening,black,16,16,True,True,18,16,0.3571428571428571,0.22058823529411764,2.8333333333333335,3.3333333333333335,30.058823529411764,36.81372549019608,0.0
0-1,57,English Opening,black,9,9,True,False,32,2,0.7307692307692307,0.35555555555555557,2.9107142857142856,2.7767857142857144,26.946428571428573,31.035714285714285,0.68
0-1,71,"English, Symmetrical Variation",black,15,15,True,True,10,28,1.133333333333333,0.34375,2.414285714285714,2.6142857142857143,24.757142857142856,32.48571428571429,-1.13
1-0,57,Benko's Opening,white,15,15,True,True,28,6,0.9622641509433962,1.3548387096774195,2.6814159292035398,2.4513274336283186,36.84070796460177,26.76991150442478,-0.25
0-1,48,"Reti, King's Indian Attack",black,16,16,False,True,18,34,0.2857142857142857,1.135135135135135,3.478723404255319,3.1702127659574466,37.191489361702125,34.1063829787234,-0.09
0-1,81,King' s Pawn Opening,black,17,17,True,True,20,32,0.793103448275862,1.5,1.58125,2.11875,20.2875,29.9375,-0.13
1-0,27,Bird's Opening,white,5,5,True,False,8,20,0.5833333333333334,1.1851851851851851,1.9811320754716981,3.5849056603773586,32.113207547169814,36.264150943396224,-4.62
0-1,60,"Reti, King's Indian Attack",black,13,13,True,True,18,24,1.7142857142857144,1.4074074074074072,2.9152542372881354,2.0762711864406778,31.923728813559322,33.686440677966104,0.74
1-0,58,"English, Agincourt Defense",white,20,20,True,True,30,18,0.6486486486486487,0.588235294117647,2.791304347826087,1.7043478260869565,31.565217391304348,23.217391304347824,0.56
1-0,53,English Opening,white,13,13,True,True,24,16,1.272727272727273,0.7678571428571429,2.9714285714285715,2.980952380952381,37.4,36.19047619047619,0.09
0-1,58,Benko's Opening,black,12,12,True,True,22,6,1.368421052631579,1.4615384615384615,2.0,2.8333333333333335,30.087719298245613,33.69298245614035,-1.79
1/2-1/2,51,King' s Pawn Opening,draw,15,15,True,True,8,30,0.6779661016949152,1.8181818181818181,2.56,2.49,34.17,34.76,0.56
0-1,22,King' s Pawn Opening,black,17,17,True,True,2,20,0.6428571428571429,0.6071428571428571,3.261904761904762,2.857142857142857,34.88095238095238,36.38095238095238,-0.3
0-1,55,Sicilian Defense,black,11,11,False,True,18,16,0.7301587301587301,0.6212121212121212,2.4444444444444446,3.685185185185185,34.4537037037037,36.9537037037037,-0.62
1-0,32,Dunst Opening,white,16,16,True,False,18,16,0.625,0.3125,3.0317460317460316,2.6984126984126986,35.904761904761905,31.6984126984127,0.13
0-1,49,King' s Pawn Opening,black,17,17,True,False,18,22,0.4,0.8235294117647058,2.7395833333333335,2.8020833333333335,35.447916666666664,37.552083333333336,-0.45
1-0,50,Bird's Opening,white,16,16,True,True,14,2,0.7878787878787878,1.0196078431372548,3.6565656565656566,2.787878787878788,34.878787878787875,36.07070707070707,-0.52
0-1,47,Dunst Opening,black,15,15,False,True,10,14,1.4166666666666665,0.6060606060606061,2.4239130434782608,2.0,23.956521739130434,31.195652173913043,-1.0
0-1,76,Benko's Opening,black,14,14,True,True,26,10,0.42028985507246375,1.9148936170212767,2.466666666666667,2.2933333333333334,29.953333333333333,30.38,0.16
0-1,74,Dunst Opening,black,12,12,True,True,18,12,2.2285714285714286,0.43037974683544306,3.2534246575342465,2.6095890410958904,32.21232876712329,36.11643835616438,-0.47
0-1,44,Larsen's Opening,black,19,19,True,False,8,32,1.25,0.4482758620689655,2.255813953488372,3.244186046511628,27.75581395348837,37.01162790697674,-0.64
0-1,44,English Opening,black,16,16,False,True,4,8,1.5,1.0714285714285714,3.313953488372093,3.4069767441860463,31.151162790697676,39.104651162790695,-0.28
0-1,99,Larsen's Opening,black,20,20,True,True,16,24,0.8163265306122449,3.6896551724137927,1.780612244897959,2.1683673469387754,19.632653061224488,26.821428571428573,1.53
1-0,42,English Opening,white,14,14,True,True,12,12,0.5609756097560976,1.0,2.9036144578313254,2.8313253012048194,32.93975903614458,36.54216867469879,0.53
1/2-1/2,148,English Opening,draw,19,19,True,True,28,28,0.22058823529411764,0.2692307692307692,2.5408163265306123,1.3537414965986394,28.465986394557824,19.85374149659864,-0.28
1-0,45,Bird's Opening,white,10,10,False,True,22,14,0.475,0.4222222222222222,2.337078651685393,2.696629213483146,33.48314606741573,30.02247191011236,-0.42
0-1,142,Reti Opening,black,18,18,True,False,16,28,0.5689655172413793,0.1926605504587156,1.446808510638298,2.1950354609929077,17.26595744680851,25.131205673758867,-0.19
0-1,86,Reti Opening,black,6,6,True,True,14,12,0.5375000000000001,0.5696202531645569,2.152941176470588,3.0470588235294116,30.541176470588237,33.294117647058826,0.57
