result,total_moves,opening,winner,white_skill,black_skill,white_castled,black_castled,opposite_side_castle,white_sacrifices,black_sacrifices,w_knight_to_bishop,b_knight_to_bishop,w_center_control,b_center_control,white_piece_activity,black_piece_activity,eval_after_move_15
1-0,57,Reti Opening,white,18,18,True,True,False,16,14,0.7627118644067796,0.95,3.398230088495575,2.336283185840708,35.3716814159292,30.035398230088497,0.2
1/2-1/2,82,Alekhine's Defense,draw,19,19,True,True,False,32,8,1.5106382978723405,0.8260869565217391,2.092592592592593,2.432098765432099,30.666666666666668,30.290123456790123,1.11
1-0,26,"English, Mikenas-Carls Variation",white,20,20,False,False,False,4,2,0.2352941176470588,0.2413793103448276,2.9607843137254903,1.8235294117647056,34.05882352941177,29.823529411764707,0.5
0-1,71,Benko's Opening,black,16,16,True,True,False,14,20,0.4912280701754385,0.9016393442622952,2.307142857142857,2.5785714285714287,26.27857142857143,31.02857142857143,0.1
1/2-1/2,131,Larsen's Opening,draw,14,14,True,False,False,10,18,4.666666666666666,0.1351351351351351,1.946360153256705,1.8160919540229885,17.272030651340994,26.019157088122604,0.19
1-0,66,English Opening,white,10,10,True,True,False,24,8,1.0,1.1,2.83206106870229,1.954198473282443,35.61068702290076,29.96946564885496,0.99
0-1,59,Benko's Opening,black,11,11,True,True,True,10,32,1.4482758620689653,1.3333333333333333,1.862068965517241,2.7413793103448274,21.73275862068965,31.53448275862069,-0.37
0-1,57,Reti Opening,black,20,20,True,True,False,6,46,0.2666666666666666,0.9318181818181818,1.8214285714285716,2.7767857142857144,27.955357142857142,34.026785714285715,0.03
0-1,67,"English, Symmetrical Variation",black,6,6,True,True,True,8,26,1.1111111111111112,0.9454545454545455,2.946969696969697,3.25,29.689393939393938,36.00757575757576,0.17
0-1,119,Queen's Pawn Opening,black,20,20,True,True,False,4,30,2.0,0.5882352941176471,1.7796610169491525,2.01271186440678,17.6864406779661,25.5,0.38
1-0,49,Bird's Opening,white,6,6,True,True,False,12,18,1.4615384615384617,1.423076923076923,3.1237113402061856,3.0721649484536084,33.41237113402062,32.2680412371134,-0.41
0-1,65,Queen's Pawn Opening,black,19,19,True,True,False,8,38,1.2765957446808511,1.0754716981132075,2.3515625,2.421875,29.453125,32.7265625,1.36
1-0,53,Dunst Opening,white,14,14,True,True,False,18,6,1.0857142857142856,1.0571428571428572,2.8190476190476192,3.1619047619047618,34.82857142857143,37.34285714285714,-0.33
0-1,68,Benko's Opening,black,15,15,True,True,False,6,28,1.3777777777777778,0.6181818181818182,2.5074626865671643,3.373134328358209,27.55223880597015,38.14179104477612,-1.21
1/2-1/2,167,Bird's Opening,draw,20,20,True,True,True,20,16,0.2137404580152671,0.6428571428571429,2.324324324324324,1.6276276276276276,22.033033033033032,22.66966966966967,-0.97
1/2-1/2,117,Queen's Pawn Opening,draw,18,18,False,True,False,8,10,2.931034482758621,3.333333333333333,1.2145922746781117,1.497854077253219,19.583690987124463,18.600858369098717,-0.23
1-0,90,Alekhine's Defense,white,17,17,True,False,False,12,8,1.096153846153846,0.46875,2.4245810055865924,1.2122905027932962,29.81564245810056,21.10055865921788,1.02
1-0,40,Dunst Opening,white,19,19,True,True,False,20,16,1.0,0.4358974358974359,3.670886075949367,2.2278481012658227,39.34177215189873,31.72151898734177,-0.12
1-0,71,Larsen's Opening,white,20,20,True,False,False,26,12,1.7058823529411764,2.1666666666666665,1.9858156028368796,2.198581560283688,27.0,23.411347517730498,-0.81
1-0,56,Larsen's Opening,white,12,12,True,True,True,26,8,0.8064516129032258,1.1,3.036036036036036,1.4774774774774777,37.1981981981982,22.82882882882883,0.83
0-1,55,Larsen's Opening,black,13,13,True,True,False,6,24,0.6590909090909091,1.892857142857143,2.5,2.462962962962963,26.546296296296298,32.75925925925926,-0.32
1-0,92,Queen's Pawn Opening,white,9,9,True,False,True,12,18,2.0,1.5555555555555556,1.9453551912568303,2.092896174863388,29.9344262295082,23.530054644808743,0.36
1-0,30,Dunst Opening,white,12,12,True,True,False,8,10,0.4473684210526316,0.6666666666666667,3.1864406779661016,2.610169491525424,36.32203389830509,34.91525423728814,0.19
1/2-1/2,60,Benko's Opening,draw,20,20,True,True,False,26,18,0.6140350877192983,1.0857142857142856,3.135593220338983,2.5254237288135597,33.74576271186441,33.96610169491525,0.37
1-0,62,Dunst Opening,white,20,20,True,True,False,12,34,4.076923076923077,0.5454545454545454,3.3902439024390243,1.5121951219512195,32.36585365853659,23.821138211382117,-0.72
0-1,106,Queen's Pawn Opening,black,14,14,True,True,False,24,20,2.0,1.792207792207792,2.2857142857142856,2.6904761904761907,29.061904761904763,30.695238095238096,1.04
0-1,56,Alekhine's Defense,black,14,14,False,True,False,30,36,2.48,2.04,2.5,2.5090909090909093,33.00909090909091,33.80909090909091,1.07
1-0,25,Dunst Opening,white,9,9,True,False,False,18,4,0.5882352941176471,0.5555555555555556,3.2448979591836733,2.591836734693877,34.0,32.244897959183675,0.35
1-0,42,Reti Opening,white,7,7,True,True,True,8,12,0.4642857142857143,0.4642857142857143,3.325301204819277,2.1204819277108435,37.20481927710844,32.1566265060241,0.99
1-0,37,Benko's Opening,white,18,18,True,True,False,22,8,0.6666666666666666,0.653061224489796,2.616438356164384,2.835616438356164,31.575342465753423,33.97260273972603,0.34
1/2-1/2,104,Sicilian Defense,draw,20,20,True,True,False,24,26,1.0571428571428572,0.896551724137931,1.6504854368932038,2.184466019417476,26.5,25.33009708737864,-0.15
0-1,84,Benko's Opening,black,5,5,True,True,True,4,12,1.1666666666666663,1.0,1.427710843373494,2.4457831325301207,23.97590361445783,28.60843373493976,-0.06
1-0,54,Reti Opening,white,5,5,True,False,False,20,4,0.4411764705882353,1.6428571428571428,2.7009345794392523,2.3271028037383177,35.94392523364486,27.411214953271028,0.91
0-1,55,Benko's Opening,black,5,5,True,True,False,2,44,0.8771929824561404,1.3333333333333337,2.324074074074074,3.064814814814815,28.84259259259259,36.42592592592592,0.07
1/2-1/2,89,Bird's Opening,draw,10,10,True,True,False,16,26,0.6666666666666666,0.3174603174603174,1.75,2.522727272727273,24.051136363636363,23.994318181818183,0.16
0-1,43,Larsen's Opening,black,8,8,True,True,True,8,48,0.6052631578947368,0.8965517241379309,3.261904761904762,3.25,32.214285714285715,37.80952380952381,0.1
1/2-1/2,156,Benko's Opening,draw,10,10,False,False,False,10,20,0.4084507042253521,0.1916666666666666,1.5594855305466238,2.1864951768488745,17.887459807073956,27.524115755627008,-0.03
1-0,46,English Opening,white,7,7,True,True,False,22,8,0.2741935483870967,0.9411764705882354,2.89010989010989,2.2967032967032965,38.10989010989011,25.923076923076923,3.43
1-0,100,King' s Pawn Opening,white,8,8,True,True,True,30,8,2.4722222222222223,1.5405405405405403,2.251256281407035,1.7688442211055275,32.778894472361806,20.502512562814072,0.0
0-1,78,Dunst Opening,black,9,9,True,False,False,6,28,1.0526315789473686,0.5373134328358209,1.7987012987012987,3.142857142857143,22.61038961038961,32.18181818181818,-4.68
1/2-1/2,185,Larsen's Opening,draw,12,12,True,True,True,12,16,1.5714285714285716,0.5,1.4146341463414631,1.5392953929539297,18.498644986449865,23.016260162601625,-0.07
0-1,47,Dunst Opening,black,15,15,False,True,False,2,20,0.7708333333333334,0.7647058823529411,2.467391304347826,3.25,31.15217391304348,37.16304347826087,-0.33
0-1,52,Benko's Opening,black,17,17,True,False,False,10,18,0.6764705882352942,0.3461538461538462,2.215686274509804,3.323529411764706,32.372549019607845,38.24509803921568,-0.26
1-0,39,Queen's Pawn Opening,white,14,14,True,True,False,10,4,0.7115384615384616,0.7115384615384616,3.0259740259740258,2.571428571428572,38.25974025974026,35.38961038961039,0.72
1-0,33,Larsen's Opening,white,6,6,True,True,False,18,10,0.8055555555555555,0.6666666666666667,2.3846153846153846,3.630769230769231,34.04615384615385,35.90769230769231,-0.42
0-1,45,Dunst Opening,black,10,10,False,True,False,6,12,2.923076923076923,0.2,3.1704545454545454,2.386363636363636,36.05681818181818,33.76136363636363,0.61
1-0,58,English Opening,white,10,10,True,True,False,32,18,0.6410256410256411,0.8571428571428571,3.226086956521739,2.1739130434782608,35.91304347826087,26.991304347826087,0.38
0-1,114,Benko's Opening,black,9,9,True,True,False,20,28,1.2941176470588236,1.8035714285714288,2.1327433628318584,2.3008849557522124,23.42920353982301,30.81858407079646,0.05
0-1,75,Queen's Pawn Opening,black,15,15,False,True,False,18,42,1.8571428571428572,1.3125,2.304054054054054,2.5675675675675675,29.594594594594597,34.75,1.46
1-0,44,Larsen's Opening,white,16,16,True,True,True,26,6,3.642857142857143,0.3043478260869565,3.2988505747126435,2.9080459770114944,36.27586206896552,32.37931034482759,0.18
1-0,54,Larsen's Opening,white,5,5,False,True,False,22,12,0.6896551724137931,1.5675675675675678,2.803738317757009,2.093457943925233,29.46728971962617,26.785046728971963,-0.64
0-1,89,Dunst Opening,black,7,7,True,False,True,20,10,1.3636363636363635,0.5384615384615384,2.0,2.352272727272727,23.204545454545453,31.44886363636364,-0.65
1-0,59,Dunst Opening,white,9,9,True,True,False,8,16,1.0399999999999998,2.4375,3.2222222222222223,2.8632478632478637,36.06837606837607,31.96581196581197,-0.76
1-0,44,Reti Opening,white,6,6,True,True,True,22,8,0.923076923076923,0.3409090909090909,3.034482758620689,2.1954022988505746,34.97701149425287,28.942528735632184,1.62
0-1,70,English Opening,black,18,18,False,False,False,16,14,0.4090909090909091,1.32,2.1231884057971016,1.8478260869565215,23.746376811594203,26.144927536231883,2.19
1-0,89,Dunst Opening,white,7,7,True,True,False,52,8,0.6875,1.5454545454545454,2.774011299435028,2.4915254237288136,34.45762711864407,28.451977401129945,-0.12
0-1,24,Dunst Opening,black,18,18,False,True,False,8,12,0.7096774193548387,0.46875,3.0,2.4565217391304346,33.23913043478261,33.869565217391305,1.05
0-1,74,Dunst Opening,black,15,15,False,True,False,24,8,1.6923076923076923,2.45,1.6712328767123288,2.73972602739726,24.493150684931507,33.56164383561644,-1.26
0-1,70,Dunst Opening,black,9,9,True,True,False,18,42,0.7307692307692308,0.5454545454545455,1.7971014492753623,2.8840579710144927,25.094202898550726,34.2536231884058,-1.06
1-0,53,Queen's Pawn Opening,white,14,14,False,True,False,12,6,2.818181818181818,0.4102564102564102,2.7142857142857144,2.2857142857142856,32.31428571428572,24.904761904761905,4.55
0-1,73,English Opening,black,5,5,False,False,False,12,8,0.4696969696969697,0.4696969696969697,2.2916666666666665,1.9722222222222223,24.76388888888889,30.84027777777778,1.68
1-0,56,Bird's Opening,white,10,10,True,False,False,24,30,0.6029411764705882,0.326530612244898,2.891891891891892,1.972972972972973,35.83783783783784,28.72072072072072,-1.07
0-1,32,Larsen's Opening,black,9,9,True,False,False,14,18,0.8666666666666667,0.3888888888888889,2.290322580645161,3.0161290322580645,35.193548387096776,34.08064516129032,0.5
1-0,55,English Opening,white,18,18,False,True,False,22,16,0.5806451612903226,0.875,2.302752293577982,2.6605504587155964,35.293577981651374,31.275229357798164,1.54
1-0,64,Nimzo-Indian Defense,white,12,12,True,True,True,28,12,0.9666666666666666,0.4696969696969696,3.1023622047244093,2.590551181102362,37.968503937007874,31.50393700787401,-0.62
0-1,65,Reti Opening,black,18,18,True,False,False,16,8,0.4857142857142857,3.222222222222222,1.296875,2.484375,24.6875,28.15625,-0.32
1-0,75,Reti Opening,white,9,9,True,False,False,8,20,0.3448275862068966,0.203125,2.302013422818792,1.9395973154362416,27.892617449664428,27.93288590604027,-1.26
0-1,75,English Opening,black,17,17,True,True,False,20,32,0.4081632653061224,1.1016949152542377,2.2432432432432434,2.8783783783783785,27.89189189189189,30.35135135135135,0.76
0-1,79,King' s Pawn Opening,black,6,6,False,True,False,28,20,0.4883720930232558,0.525,2.141025641025641,1.8333333333333333,31.23076923076923,31.81410256410257,1.08
1-0,107,Larsen's Opening,white,17,17,True,True,False,20,18,1.0540540540540542,0.3076923076923076,2.3380281690140845,1.4366197183098592,25.131455399061032,23.417840375586856,-0.42
0-1,54,Bird's Opening,black,7,7,False,True,True,12,20,0.9230769230769232,1.380952380952381,2.150943396226415,2.952830188679245,27.20754716981132,36.5,-1.68
1/2-1/2,160,Dunst Opening,draw,6,6,True,False,False,8,26,1.095890410958904,1.469387755102041,1.9905956112852663,1.949843260188088,19.78369905956113,24.41692789968652,-1.71
0-1,60,English Opening,black,11,11,True,True,False,2,28,0.5681818181818181,0.4807692307692307,2.3135593220338984,2.3389830508474576,25.55084745762712,30.71186440677966,0.58
0-1,50,"English, Agincourt Defense",black,7,7,True,True,False,16,28,1.482758620689655,1.137931034482759,2.571428571428572,3.0510204081632653,30.6530612244898,35.83673469387755,-0.48
1/2-1/2,144,Bird's Opening,draw,14,14,True,False,False,16,26,1.6136363636363638,0.2303664921465968,1.5853658536585369,2.7421602787456445,17.146341463414632,26.33101045296167,-1.33
1-0,91,English Opening,white,8,8,False,True,False,4,0,0.5757575757575757,0.6282051282051282,2.25414364640884,2.0607734806629834,29.88950276243094,26.662983425414364,-0.21
1-0,57,Queen's Pawn Opening,white,11,11,True,True,True,22,12,0.8627450980392157,1.3076923076923077,3.0,3.309734513274336,37.34513274336283,35.716814159292035,0.3
1-0,115,Benko's Opening,white,7,7,True,True,False,22,4,1.4411764705882353,0.95,3.109170305676856,2.558951965065502,25.48034934497817,21.899563318777293,-0.45
1-0,95,Dunst Opening,white,6,6,True,True,False,20,12,0.1746031746031746,1.7000000000000002,2.486772486772487,1.5767195767195767,29.19047619047619,21.53968253968254,0.79
1-0,74,Queen's Pawn Opening,white,12,12,True,True,True,26,34,0.7999999999999999,0.5476190476190477,2.802721088435374,1.8435374149659864,34.35374149659864,31.20408163265306,-0.61
1-0,68,Queen's Pawn Opening,white,8,8,False,True,False,22,18,0.320754716981132,1.0799999999999998,3.0444444444444443,2.585185185185185,34.925925925925924,29.14074074074074,1.02
1/2-1/2,192,Queen's Pawn Opening,draw,20,20,True,True,False,14,24,0.9428571428571428,2.4722222222222223,1.0469973890339426,1.966057441253264,11.973890339425587,24.289817232375977,0.49
1-0,34,Benko's Opening,white,18,18,True,True,False,16,12,0.7105263157894738,0.7560975609756098,3.238805970149253,3.014925373134328,38.23880597014925,34.656716417910445,0.83
1-0,77,Larsen's Opening,white,5,5,False,True,False,46,12,0.7297297297297297,2.45,2.294117647058824,1.8888888888888888,28.84967320261438,21.69934640522876,0.92
1-0,46,King' s Pawn Opening,white,14,14,True,True,False,10,8,0.9318181818181818,1.147058823529412,3.1868131868131866,2.6923076923076925,39.13186813186813,29.63736263736264,0.4
1/2-1/2,149,Benko's Opening,draw,9,9,False,True,False,18,8,0.4285714285714285,0.9701492537313432,2.2364864864864864,1.570945945945946,26.39189189189189,16.699324324324323,-0.12
1-0,70,Benko's Opening,white,11,11,True,True,True,32,16,1.9310344827586208,0.9655172413793104,2.7697841726618706,2.129496402877698,31.35251798561151,25.27338129496403,-1.02
0-1,59,Benko's Opening,black,7,7,True,True,False,10,14,1.7333333333333332,0.5,1.5689655172413792,2.456896551724138,30.04310344827586,36.26724137931034,0.1
0-1,46,Queen's Pawn Opening,black,17,17,False,False,False,0,10,1.257142857142857,1.0588235294117647,1.8444444444444448,2.7333333333333334,30.166666666666668,33.71111111111111,0.44
0-1,48,Reti Opening,black,6,6,True,False,False,14,22,0.9047619047619048,0.8148148148148148,2.595744680851064,2.5531914893617023,28.01063829787234,31.659574468085108,1.09
1/2-1/2,54,Larsen's Opening,draw,20,20,True,True,False,10,14,1.05,0.6428571428571428,3.0841121495327104,2.8130841121495327,33.80373831775701,33.60747663551402,0.21
0-1,41,Larsen's Opening,black,12,12,False,False,False,18,10,1.6785714285714286,0.7222222222222222,2.0875,2.7125,28.1125,37.275,-0.57
1-0,47,Larsen's Opening,white,17,17,True,True,False,38,8,1.4166666666666663,1.5555555555555554,2.6881720430107525,1.89247311827957,33.29032258064516,25.892473118279568,0.66
1-0,65,Dunst Opening,white,8,8,True,True,False,12,4,1.8378378378378375,0.4166666666666667,2.751937984496124,2.186046511627907,32.50387596899225,28.627906976744185,-1.64
1-0,81,Queen's Pawn Opening,white,5,5,True,True,False,34,8,0.3188405797101449,0.28,2.7453416149068324,1.813664596273292,29.52173913043478,21.7888198757764,1.07
1-0,53,King' s Pawn Opening,white,11,11,False,True,False,24,28,0.3714285714285714,0.275,2.5904761904761906,2.723809523809524,37.46666666666667,33.31428571428572,2.85
1-0,56,English Opening,white,18,18,False,False,False,24,10,0.2909090909090909,2.5625,2.3783783783783785,2.468468468468469,32.792792792792795,27.423423423423426,-0.4
1-0,44,King' s Pawn Opening,white,18,18,True,True,False,18,22,0.3809523809523809,3.3125000000000004,3.413793103448276,1.942528735632184,39.44827586206897,31.0,1.33
0-1,57,Queen's Pawn Opening,black,14,14,False,True,False,8,30,0.7037037037037037,0.5185185185185185,2.25,2.7767857142857144,26.169642857142858,36.125,-0.14
1-0,51,Dunst Opening,white,19,19,True,True,False,26,6,1.0408163265306123,1.818181818181818,2.594059405940594,2.435643564356436,33.20792079207921,32.08910891089109,-2.66
1-0,42,Dunst Opening,white,12,12,False,True,False,6,20,0.2857142857142857,0.4871794871794872,3.3734939759036147,2.9397590361445785,34.44578313253012,33.45783132530121,0.77
0-1,42,"English, Agincourt Defense",black,12,12,True,True,False,26,22,0.6071428571428571,1.6,2.926829268292683,2.975609756097561,35.15853658536585,37.40243902439025,0.36
0-1,45,Queen's Pawn Opening,black,9,9,False,True,False,6,18,0.2075471698113207,0.34375,3.102272727272727,2.272727272727273,32.80681818181818,34.86363636363637,-0.83
0-1,48,Benko's Opening,black,7,7,True,True,False,10,26,1.4666666666666666,0.8863636363636364,2.425531914893617,3.074468085106383,30.329787234042552,37.361702127659576,-2.41
0-1,46,Queen's Pawn Opening,black,18,18,False,True,False,22,10,1.3333333333333333,1.222222222222222,2.844444444444445,2.7888888888888888,36.52222222222223,34.977777777777774,0.35
0-1,63,Larsen's Opening,black,18,18,True,True,False,8,4,0.3818181818181818,1.1,1.903225806451613,2.629032258064516,23.89516129032258,32.604838709677416,-0.1
1-0,58,Bird's Opening,white,12,12,False,True,False,24,12,0.5428571428571428,0.736842105263158,3.034782608695652,2.4347826086956523,33.74782608695652,27.443478260869565,0.38
0-1,65,"English, Agincourt Defense",black,12,12,True,True,False,12,20,0.3023255813953488,0.903846153846154,2.2578125,2.75,33.8046875,31.7265625,-0.46
1-0,51,Benko's Opening,white,11,11,True,True,False,26,4,0.4864864864864865,0.7142857142857142,3.277227722772277,2.445544554455445,35.366336633663366,28.33663366336633,1.23
0-1,148,Larsen's Opening,black,18,18,False,True,False,10,42,0.3773584905660377,0.7656250000000001,1.2414965986394555,2.962585034013605,19.401360544217688,27.034013605442176,-0.52
0-1,81,Larsen's Opening,black,5,5,True,True,False,26,54,0.4126984126984127,0.9305555555555556,2.2125,2.675,24.18125,35.33125,-1.23
1/2-1/2,140,Queen's Pawn Opening,draw,5,5,False,True,False,32,16,1.3703703703703702,1.7868852459016396,1.3978494623655917,1.3942652329749103,17.43727598566308,27.433691756272403,0.69
1-0,58,"English, King's Indian Variation",white,19,19,True,True,True,26,24,1.25,1.148936170212766,2.634782608695652,2.530434782608696,32.6695652173913,30.556521739130435,-0.05
0-1,35,Bird's Opening,black,13,13,False,True,False,4,26,1.0256410256410255,1.0,3.147058823529412,3.161764705882353,34.01470588235294,35.36764705882353,0.54
0-1,82,Larsen's Opening,black,14,14,True,True,False,6,2,0.4565217391304348,0.2575757575757575,1.8950617283950617,1.932098765432099,21.01851851851852,22.98148148148148,0.31
1-0,62,Dunst Opening,white,15,15,True,False,False,20,22,4.0,0.8863636363636362,2.821138211382114,2.845528455284553,36.63414634146341,33.3089430894309,-0.32
1-0,63,Reti Opening,white,15,15,True,True,False,12,12,0.6122448979591837,1.217391304347826,2.4,2.744,32.488,31.104,-0.74
0-1,62,Dunst Opening,black,19,19,True,True,False,18,30,1.5454545454545452,0.9777777777777776,2.9672131147540983,3.344262295081968,32.4344262295082,37.73770491803279,-2.62
0-1,69,"English, Symmetrical Variation",black,8,8,True,False,False,20,36,0.6176470588235294,5.5,1.7205882352941178,3.4044117647058822,27.801470588235293,33.88970588235294,0.78
0-1,41,Queen's Pawn Opening,black,6,6,True,True,False,18,18,0.55,0.6296296296296297,2.65,3.1625,38.1875,38.5125,1.22
0-1,45,Bird's Opening,black,6,6,False,True,False,2,24,0.75,1.375,1.9886363636363635,2.477272727272727,26.5,38.19318181818182,-1.35
1-0,61,Benko's Opening,white,9,9,True,True,True,22,46,0.8333333333333334,1.7826086956521738,2.495867768595041,2.834710743801653,35.611570247933884,32.17355371900826,0.26
1/2-1/2,217,Alekhine's Defense,draw,16,16,False,False,False,30,4,0.3055555555555555,0.4363636363636363,1.817129629629629,0.9236111111111112,26.33796296296296,12.523148148148149,-0.47
0-1,47,Dunst Opening,black,6,6,True,True,False,4,42,1.4230769230769231,0.3962264150943396,2.358695652173913,3.119565217391304,28.48913043478261,34.79347826086956,-1.08
1-0,29,Dunst Opening,white,7,7,True,True,True,26,6,0.8235294117647058,0.9,3.192982456140351,2.736842105263158,36.07017543859649,33.719298245614034,-1.22
1-0,26,Bird's Opening,white,11,11,True,True,True,14,10,1.1333333333333333,1.1333333333333333,3.2549019607843137,2.9019607843137254,36.45098039215687,34.80392156862745,1.1
0-1,76,Benko's Opening,black,7,7,True,True,False,16,24,0.5,0.5555555555555556,2.98,2.68,28.94,33.82666666666667,-0.4
1-0,26,Benko's Opening,white,5,5,False,True,False,18,2,0.6470588235294118,1.36,2.607843137254902,2.7450980392156863,34.94117647058823,35.588235294117645,-0.55
1-0,39,English Opening,white,10,10,True,False,False,8,6,0.7317073170731707,0.7297297297297297,2.9740259740259742,2.1948051948051948,35.922077922077925,29.09090909090909,0.25
1-0,68,Bird's Opening,white,17,17,True,False,False,10,16,1.0192307692307694,1.0555555555555556,2.362962962962963,2.7185185185185183,36.97037037037037,31.02962962962963,1.83
1-0,49,Benko's Opening,white,7,7,True,True,True,34,28,0.4482758620689655,0.8245614035087719,3.515463917525773,2.2268041237113403,36.67010309278351,31.36082474226804,-0.09
1-0,58,Dunst Opening,white,14,14,True,True,False,4,8,0.5689655172413793,0.6538461538461539,2.5478260869565217,1.9478260869565216,30.443478260869565,26.008695652173916,1.31
0-1,45,Bird's Opening,black,10,10,True,True,False,10,22,0.7931034482758621,0.7931034482758621,1.681818181818182,3.4204545454545454,30.102272727272727,35.32954545454545,-0.17
1-0,66,Reti Opening,white,14,14,True,False,False,16,22,1.2926829268292683,1.488888888888889,2.992366412213741,2.763358778625954,36.01526717557252,34.76335877862596,-0.45
0-1,56,Larsen's Opening,black,15,15,True,True,False,10,22,0.8800000000000001,3.523809523809524,3.090909090909091,3.2181818181818183,34.00909090909091,34.67272727272727,-0.54
0-1,39,English Opening,black,10,10,False,True,False,18,12,1.575757575757576,1.3235294117647058,3.5657894736842106,2.6973684210526314,33.86842105263158,36.69736842105263,-2.03
1-0,52,Queen's Pawn Opening,white,18,18,True,True,False,10,4,0.849056603773585,0.9827586206896552,3.155339805825242,2.4271844660194173,38.11650485436893,31.475728155339805,1.08
1-0,59,Dunst Opening,white,15,15,True,True,False,26,16,1.7142857142857144,0.36,3.034188034188034,2.495726495726496,33.9059829059829,28.37606837606837,0.07
1-0,66,Reti Opening,white,10,10,True,True,True,32,4,0.7792207792207791,0.7076923076923076,2.763358778625954,2.5801526717557253,35.52671755725191,31.900763358778622,-0.06
1-0,57,Dunst Opening,white,18,18,True,True,False,32,14,1.1276595744680848,0.9117647058823528,2.584070796460177,1.7079646017699115,31.48672566371681,22.424778761061948,0.29
0-1,31,King' s Pawn Opening,black,16,16,True,True,False,2,16,0.65625,0.525,2.9833333333333334,3.033333333333333,31.883333333333333,37.21666666666667,-1.69
1-0,54,Benko's Opening,white,15,15,True,True,False,24,0,0.2040816326530612,1.4634146341463417,2.88785046728972,2.4018691588785046,35.19626168224299,26.682242990654206,2.06
1-0,52,Reti Opening,white,18,18,False,True,False,18,20,1.894736842105263,1.55,2.4271844660194173,1.805825242718447,33.71844660194175,24.33980582524272,-0.17
0-1,37,Larsen's Opening,black,15,15,True,True,True,4,20,0.896551724137931,0.619047619047619,2.805555555555556,3.1527777777777777,35.513888888888886,33.083333333333336,0.39
1-0,45,English Opening,white,13,13,True,True,False,14,8,0.7000000000000001,1.75,3.224719101123596,2.550561797752809,36.640449438202246,31.752808988764045,0.78
1/2-1/2,30,English Opening,draw,10,10,True,False,False,2,12,0.96875,1.0,3.534482758620689,2.7758620689655173,35.8448275862069,35.60344827586207,-0.06
1-0,69,English Opening,white,6,6,False,True,False,16,12,0.5254237288135594,0.6888888888888889,2.802919708029197,2.664233576642336,33.5985401459854,28.255474452554743,0.59
1-0,66,English Opening,white,9,9,False,True,False,24,18,1.7666666666666668,1.5,2.2442748091603053,2.5267175572519083,31.862595419847327,29.16030534351145,-1.85
1-0,70,Dunst Opening,white,14,14,False,True,False,12,20,0.5777777777777777,0.2368421052631579,2.949640287769784,2.5611510791366907,39.26618705035971,34.53237410071942,0.07
0-1,122,King's Gambit,black,8,8,True,False,False,14,18,0.8260869565217391,0.34,1.2355371900826446,1.6900826446280992,18.39256198347108,27.33057851239669,-1.1
1-0,60,English Opening,white,5,5,False,False,False,18,4,2.162162162162162,1.0588235294117647,2.3781512605042017,1.1260504201680672,32.32773109243698,25.462184873949575,-0.93
1-0,36,Bird's Opening,white,14,14,True,True,False,6,20,0.7586206896551724,0.7241379310344828,3.112676056338028,2.7464788732394365,33.859154929577464,34.028169014084504,-0.73
1-0,77,Queen's Pawn Opening,white,19,19,True,True,False,26,6,1.8055555555555556,0.7391304347826086,2.660130718954248,1.712418300653595,34.150326797385624,22.49673202614379,0.08
1-0,44,"English, Symmetrical Variation",white,18,18,True,True,True,22,8,0.4827586206896552,0.7894736842105264,2.206896551724138,2.310344827586207,35.48275862068966,28.873563218390803,0.74
1/2-1/2,143,Dunst Opening,draw,5,5,True,True,True,16,30,1.3695652173913042,0.703125,1.649122807017544,1.4526315789473685,18.712280701754388,24.066666666666663,0.55
1-0,61,Larsen's Opening,white,11,11,True,True,False,30,10,0.6707317073170732,1.0652173913043477,3.611570247933885,2.4214876033057853,35.50413223140496,26.59504132231405,0.18
1-0,62,Benko's Opening,white,5,5,False,False,False,16,10,1.1458333333333337,0.6153846153846154,2.2601626016260163,1.902439024390244,33.04878048780488,24.317073170731707,-1.37
1-0,52,Reti Opening,white,16,16,True,True,True,20,14,0.9629629629629628,0.4202898550724637,2.6310679611650487,2.786407766990292,35.81553398058252,34.45631067961165,0.38
1-0,38,Reti Opening,white,9,9,True,True,False,10,12,0.58,1.1538461538461535,3.066666666666667,2.7066666666666666,37.73333333333333,32.64,1.03
1/2-1/2,169,King' s Pawn Opening,draw,16,16,True,True,False,14,14,0.8936170212765957,0.7622950819672132,1.7321428571428572,2.3511904761904763,24.37202380952381,26.58333333333333,2.44
1-0,64,English Opening,white,13,13,True,True,False,18,16,0.8909090909090909,0.8636363636363636,2.8188976377952755,2.236220472440945,33.803149606299215,21.401574803149607,-0.06
0-1,85,Benko's Opening,black,5,5,True,True,True,18,32,1.68,1.2444444444444445,1.3988095238095235,2.892857142857143,23.20833333333333,28.452380952380956,-0.95
1-0,81,Reti Opening,white,17,17,True,True,False,16,4,0.8666666666666666,0.8108108108108107,2.8944099378881987,1.565217391304348,26.720496894409937,21.236024844720497,0.59
0-1,73,Benko's Opening,black,15,15,True,True,False,6,30,0.6984126984126984,0.7538461538461537,2.3125,2.6944444444444446,24.819444444444443,34.34722222222222,0.3
1-0,49,Dunst Opening,white,11,11,True,False,False,14,10,0.3877551020408163,3.142857142857143,2.597938144329897,2.5463917525773194,34.92783505154639,31.329896907216494,-0.16
