result,total_moves,opening,winner,white_skill,black_skill,white_castled,black_castled,opposite_side_castle,white_sacrifices,black_sacrifices,w_knight_to_bishop,b_knight_to_bishop,w_center_control,b_center_control,white_piece_activity,black_piece_activity,eval_after_move_15
0-1,59,Reti Opening,black,14,14,True,True,False,8,14,0.7499999999999999,0.9433962264150944,2.577586206896552,2.939655172413793,31.74137931034483,36.66379310344828,0.14
1/2-1/2,147,Dunst Opening,draw,20,20,True,True,True,26,22,1.263157894736842,0.1454545454545454,1.4383561643835616,1.8732876712328768,16.397260273972602,25.85958904109589,-0.3
1-0,129,Bird's Opening,white,6,6,False,False,False,14,14,0.1220930232558139,2.761904761904762,2.2140077821011674,1.5719844357976651,31.08171206225681,16.53307392996109,0.83
0-1,57,Queen's Pawn Opening,black,11,11,True,True,False,8,18,0.6052631578947368,0.95,2.6607142857142856,2.9285714285714284,30.767857142857142,32.517857142857146,-0.18
1-0,52,English Opening,white,5,5,True,True,True,40,4,0.6571428571428571,0.6808510638297872,3.155339805825242,2.203883495145631,39.20388349514563,27.97087378640777,0.36
0-1,74,Bird's Opening,black,12,12,True,True,False,14,38,1.0697674418604652,1.05,2.4726027397260277,2.404109589041096,31.534246575342465,32.5,0.38
0-1,97,Dunst Opening,black,17,17,True,True,False,6,32,2.5789473684210527,0.2714285714285714,2.098958333333333,2.552083333333333,22.588541666666668,30.91145833333333,0.32
1-0,74,Reti Opening,white,12,12,True,True,False,22,10,1.1538461538461535,0.7187500000000001,2.489795918367347,2.108843537414966,27.367346938775512,23.53061224489796,-1.02
1-0,51,King' s Pawn Opening,white,6,6,True,False,False,6,26,0.723404255319149,0.5,2.4554455445544554,2.1782178217821784,34.94059405940594,28.99009900990099,2.06
1-0,31,Dunst Opening,white,6,6,True,True,False,12,8,0.6,1.5789473684210529,3.114754098360656,2.8524590163934427,36.8688524590164,31.16393442622951,0.02
1-0,85,Bird's Opening,white,11,11,True,True,True,18,18,0.3823529411764705,2.5384615384615388,2.2544378698224854,1.8284023668639051,25.532544378698223,20.242603550295858,0.04
1/2-1/2,139,Queen's Pawn Opening,draw,20,20,True,True,True,10,50,1.8636363636363635,0.7352941176470588,2.2815884476534296,1.7256317689530687,16.259927797833935,24.60649819494585,-1.28
1-0,95,Reti Opening,white,5,5,True,True,True,22,8,0.2745098039215686,3.7142857142857135,3.2804232804232805,2.793650793650793,38.02116402116402,33.13227513227513,1.43
0-1,70,Larsen's Opening,black,5,5,False,True,False,26,20,1.434782608695652,1.3095238095238095,2.391304347826087,3.260869565217391,31.731884057971016,33.11594202898551,-0.23
1/2-1/2,131,Queen's Pawn Opening,draw,17,17,False,True,False,26,20,0.3548387096774194,0.3225806451612903,1.6653846153846157,1.5269230769230768,23.04230769230769,17.70769230769231,0.25
1-0,51,Dunst Opening,white,9,9,True,True,True,10,2,1.1111111111111112,0.4146341463414634,3.128712871287129,2.702970297029703,32.54455445544554,33.386138613861384,0.84
0-1,78,Larsen's Opening,black,20,20,True,True,False,24,18,0.8125,2.1,1.655844155844156,2.967532467532468,27.7012987012987,33.37012987012987,0.11
0-1,38,Queen's Indian Defense,black,15,15,True,False,False,18,10,0.975,1.6129032258064515,2.72972972972973,3.364864864864865,35.86486486486486,35.5945945945946,-0.23
1-0,41,Queen's Pawn Opening,white,7,7,True,True,False,22,10,1.15,0.6585365853658536,3.234567901234568,2.3950617283950617,37.8641975308642,29.234567901234566,0.68
0-1,37,Bird's Opening,black,7,7,True,True,True,2,30,1.181818181818182,0.96875,2.3194444444444446,3.013888888888889,30.15277777777778,37.31944444444444,1.7
0-1,80,Queen's Pawn Opening,black,12,12,True,True,False,14,16,1.4594594594594597,0.5,2.4177215189873418,2.6835443037974684,28.21518987341772,34.68354430379747,2.05
1-0,32,English Opening,white,10,10,True,True,True,0,8,1.1176470588235294,0.3571428571428571,3.2698412698412698,3.111111111111111,36.42857142857143,37.23809523809524,4.72
1/2-1/2,118,English Opening,draw,12,12,True,True,False,24,20,1.069767441860465,1.5555555555555556,1.5897435897435896,1.6111111111111112,25.688034188034187,17.153846153846153,1.37
0-1,62,Sicilian Defense,black,15,15,True,True,True,10,22,0.4363636363636363,0.5769230769230769,1.9918032786885247,2.4836065573770494,25.024590163934427,33.10655737704918,-0.75
1/2-1/2,133,King' s Pawn Opening,draw,6,6,False,True,False,30,28,1.0666666666666669,2.6363636363636367,2.2264150943396226,1.1283018867924528,17.486792452830187,20.464150943396227,-0.48
0-1,60,Larsen's Opening,black,7,7,True,True,False,28,30,1.1666666666666667,1.805555555555556,2.5847457627118646,3.110169491525424,27.822033898305083,34.40677966101695,-0.26
1/2-1/2,66,Queen's Pawn Opening,draw,11,11,True,False,False,22,8,1.896551724137931,1.2285714285714286,1.9770992366412212,2.068702290076336,27.87786259541985,24.81679389312977,3.23
1/2-1/2,120,Reti Opening,draw,14,14,True,True,False,12,12,1.673913043478261,1.9361702127659568,2.4243697478991595,1.7478991596638656,21.823529411764707,21.95378151260504,0.25
0-1,80,Larsen's Opening,black,19,19,True,True,False,6,16,0.4285714285714286,0.375,1.740506329113924,2.689873417721519,20.67721518987342,28.196202531645568,-0.37
0-1,64,Reti Opening,black,20,20,True,True,True,36,40,0.2941176470588235,2.75,2.515873015873016,2.4047619047619047,27.0,30.865079365079364,0.78
1-0,46,Bird's Opening,white,6,6,True,True,False,16,8,0.6666666666666667,0.4444444444444444,2.879120879120879,2.912087912087912,39.18681318681319,28.087912087912088,0.87
0-1,57,Queen's Pawn Opening,black,16,16,True,True,False,10,36,0.625,0.9615384615384616,2.419642857142857,2.705357142857143,26.991071428571427,33.142857142857146,1.15
1-0,24,English Opening,white,19,19,True,False,False,8,2,0.6875,1.1153846153846154,3.1702127659574466,2.617021276595745,33.787234042553195,31.127659574468087,0.72
0-1,34,Queen's Pawn Opening,black,6,6,True,True,False,8,22,0.6153846153846153,0.96,3.0454545454545454,2.636363636363636,31.681818181818183,35.22727272727273,-0.04
0-1,128,Dunst Opening,black,20,20,True,True,False,18,18,6.333333333333333,0.8,2.6102362204724407,2.192913385826772,25.41338582677165,28.429133858267715,-0.01
1-0,107,Benko's Opening,white,9,9,False,True,False,28,10,4.238095238095238,4.1,2.2253521126760565,1.755868544600939,27.15023474178404,21.12206572769953,0.12
1/2-1/2,77,Queen's Pawn Opening,draw,15,15,True,False,False,18,22,0.3230769230769231,1.2857142857142856,2.0915032679738563,2.2026143790849675,27.091503267973856,29.33333333333333,0.53
1-0,62,King' s Pawn Opening,white,19,19,True,True,False,22,10,0.2222222222222222,1.473684210526316,2.739837398373984,2.065040650406504,32.02439024390244,23.682926829268293,0.37
1-0,57,Dunst Opening,white,11,11,True,True,False,10,20,0.888888888888889,0.5750000000000001,3.2035398230088497,2.150442477876106,36.0,29.97345132743363,0.96
1-0,104,Reti Opening,white,5,5,True,True,True,16,8,1.2903225806451613,0.56,2.236714975845411,1.8647342995169085,28.06280193236715,23.743961352657006,-0.74
1/2-1/2,173,Bird's Opening,draw,9,9,True,True,True,28,22,0.5102040816326531,4.703703703703704,1.0608695652173914,2.110144927536232,15.976811594202898,26.121739130434783,-0.07
0-1,42,Benko's Opening,black,13,13,False,False,False,10,14,0.6428571428571429,1.4736842105263157,2.317073170731707,3.3780487804878048,28.70731707317073,35.9390243902439,-0.45
0-1,47,English Opening,black,9,9,True,True,False,8,36,0.7400000000000001,0.7580645161290323,2.6739130434782608,2.597826086956522,36.07608695652174,38.83695652173913,0.3
0-1,51,Queen's Pawn Opening,black,6,6,True,True,False,6,34,1.785714285714286,2.5185185185185186,2.74,3.05,26.44,36.63,0.06
1-0,63,Queen's Pawn Opening,white,18,18,True,True,False,30,8,1.2702702702702704,0.9245283018867926,2.968,2.168,36.208,30.224,0.51
1-0,58,Queen's Pawn Opening,white,12,12,True,False,False,22,28,0.5199999999999999,0.6388888888888888,2.42608695652174,1.6782608695652177,31.46086956521739,24.443478260869565,0.55
1/2-1/2,128,Larsen's Opening,draw,16,16,True,False,False,18,32,0.8717948717948719,1.1818181818181817,1.4039215686274509,2.054901960784313,17.41176470588235,26.74117647058824,1.02
0-1,62,Queen's Pawn Opening,black,9,9,True,True,False,12,20,1.88,1.4333333333333331,2.8852459016393444,2.942622950819672,32.86065573770492,34.36065573770492,-0.55
0-1,40,Bird's Opening,black,8,8,True,True,False,22,20,0.5588235294117647,1.608695652173913,2.730769230769231,2.5641025641025643,28.923076923076923,33.93589743589744,-0.42
0-1,48,Benko's Opening,black,9,9,False,True,False,10,14,1.1153846153846154,0.453125,1.946808510638298,2.734042553191489,33.808510638297875,37.63829787234042,-0.04
0-1,48,English Opening,black,11,11,True,True,True,2,12,0.8709677419354839,0.3888888888888889,2.234042553191489,3.48936170212766,30.45744680851064,38.361702127659576,1.29
0-1,38,English Opening,black,10,10,True,True,False,6,12,1.6,1.107142857142857,2.810810810810811,3.3378378378378377,32.83783783783784,35.54054054054054,1.79
0-1,34,Larsen's Opening,black,13,13,False,True,False,4,28,0.9318181818181818,1.7222222222222223,3.303030303030303,3.257575757575758,32.03030303030303,35.81818181818182,-1.76
0-1,66,English Opening,black,20,20,True,True,True,28,46,0.7599999999999999,0.7692307692307692,2.169230769230769,2.892307692307692,28.161538461538463,32.27692307692308,0.75
0-1,35,Benko's Opening,black,9,9,True,False,False,2,4,0.5897435897435898,0.5652173913043478,3.014705882352941,3.3088235294117645,36.35294117647059,37.338235294117645,-0.82
0-1,52,Benko's Opening,black,7,7,True,False,False,10,24,0.8787878787878788,1.3448275862068966,1.7745098039215683,2.794117647058824,24.38235294117647,33.568627450980394,0.77
1-0,59,Benko's Opening,white,8,8,True,True,False,24,16,1.857142857142857,1.0,2.5213675213675213,2.9401709401709404,29.35042735042735,24.65811965811966,-0.51
1-0,33,Benko's Opening,white,11,11,True,False,True,36,10,1.0,0.9130434782608696,3.0,2.707692307692308,37.33846153846154,31.723076923076924,-0.34
0-1,50,Bird's Opening,black,6,6,True,True,False,10,12,0.4722222222222222,3.142857142857143,1.7244897959183674,2.7346938775510203,24.6530612244898,32.744897959183675,2.47
1-0,35,King' s Pawn Opening,white,11,11,True,False,False,12,4,0.903225806451613,0.75,2.550724637681159,2.0144927536231885,35.20289855072464,28.463768115942027,3.09
1-0,50,Reti Opening,white,10,10,True,True,False,28,10,0.5,0.4074074074074074,3.2323232323232323,2.575757575757576,35.91919191919192,30.282828282828284,0.11
1-0,63,Dunst Opening,white,12,12,True,False,False,16,0,1.0,2.258064516129032,2.512,1.936,32.936,21.712,-2.42
0-1,76,Bird's Opening,black,17,17,False,True,False,16,28,1.5,0.5869565217391305,1.7933333333333332,2.84,23.36,33.76,-0.43
1-0,72,Reti Opening,white,16,16,True,True,False,16,16,0.6,0.6086956521739131,2.5034965034965038,2.5244755244755246,34.0979020979021,28.615384615384617,0.23
0-1,56,Benko's Opening,black,20,20,True,True,False,10,12,1.0238095238095235,1.482758620689655,2.390909090909091,2.7,30.80909090909091,34.43636363636364,0.16
1/2-1/2,135,Larsen's Opening,draw,14,14,False,False,False,18,28,0.6785714285714286,1.52,1.6319702602230484,1.7063197026022303,18.3457249070632,24.159851301115243,-0.21
0-1,53,Queen's Pawn Opening,black,10,10,True,True,False,32,40,0.2982456140350877,0.813953488372093,3.1346153846153846,3.1826923076923075,35.72115384615385,38.30769230769231,0.84
0-1,44,Dunst Opening,black,5,5,False,False,False,22,28,0.3043478260869565,1.0217391304347825,2.13953488372093,2.86046511627907,26.91860465116279,36.5,-4.51
1-0,88,Larsen's Opening,white,17,17,True,False,False,20,10,1.1492537313432836,0.9444444444444444,2.125714285714286,1.8285714285714283,31.422857142857143,18.274285714285718,0.03
0-1,93,Benko's Opening,black,14,14,True,False,False,0,18,2.4782608695652173,2.888888888888889,2.125,2.875,19.869565217391305,31.58695652173913,0.3
1-0,34,Benko's Opening,white,9,9,True,True,False,2,0,0.7000000000000001,1.4642857142857142,3.343283582089552,2.4328358208955225,33.850746268656714,37.28358208955224,-0.98
1/2-1/2,160,King' s Pawn Opening,draw,12,12,False,True,False,12,4,0.7608695652173912,0.2317073170731707,0.9122257053291536,1.6269592476489028,13.25078369905956,22.520376175548588,-0.99
0-1,58,Reti Opening,black,15,15,True,True,False,14,30,1.9615384615384612,1.3846153846153846,2.473684210526316,1.8596491228070176,27.07894736842105,31.92982456140351,1.56
0-1,45,Nimzo-Indian Defense,black,9,9,True,True,False,2,16,1.2413793103448276,0.8043478260869565,2.863636363636364,2.8295454545454546,29.75,34.07954545454545,0.2
1-0,47,King' s Pawn Opening,white,5,5,True,True,False,12,0,0.7083333333333333,0.5365853658536586,3.290322580645161,1.4086021505376345,41.01075268817204,26.43010752688172,0.33
0-1,45,English Opening,black,5,5,True,True,False,8,20,0.4489795918367347,0.6666666666666667,2.602272727272727,2.1704545454545454,29.84090909090909,32.65909090909091,0.41
1-0,50,Bird's Opening,white,8,8,True,False,False,14,28,0.4523809523809524,0.6153846153846154,2.6262626262626263,2.8181818181818183,34.71717171717172,35.24242424242424,0.39
0-1,69,Bird's Opening,black,16,16,False,True,False,10,24,1.411764705882353,0.3333333333333333,1.5147058823529411,2.448529411764706,24.485294117647054,28.03676470588235,-0.21
1-0,31,Alekhine's Defense,white,6,6,True,False,False,26,8,0.4473684210526316,0.6857142857142856,2.950819672131148,1.9180327868852456,39.85245901639344,29.557377049180328,0.69
1-0,42,English Opening,white,10,10,True,True,False,8,10,0.4468085106382978,0.9428571428571428,3.614457831325301,2.927710843373494,37.373493975903614,32.78313253012048,0.16
1-0,74,Benko's Opening,white,14,14,True,True,False,16,14,0.7121212121212122,2.0500000000000003,2.7210884353741496,1.9727891156462585,31.693877551020407,24.496598639455783,-0.22
0-1,49,"English, King's Indian Variation",black,9,9,True,True,False,12,18,0.6363636363636364,0.8695652173913043,2.177083333333333,2.7604166666666665,29.0625,33.572916666666664,-0.47
1-0,25,Dunst Opening,white,17,17,True,True,True,4,2,0.7000000000000001,1.476190476190476,3.4285714285714284,2.979591836734694,36.02040816326531,33.93877551020408,-0.27
0-1,49,Dunst Opening,black,19,19,False,False,False,26,20,1.0227272727272727,1.7419354838709675,2.53125,2.5625,26.14583333333333,34.90625,2.16
0-1,48,Reti Opening,black,8,8,True,True,False,8,20,0.7115384615384616,0.8478260869565217,3.0106382978723403,2.0851063829787235,33.59574468085106,36.223404255319146,0.95
1/2-1/2,245,Bird's Opening,draw,8,8,True,False,False,36,24,5.28,1.8,2.247950819672131,1.4241803278688523,24.704918032786885,17.331967213114755,-0.35
0-1,35,Queen's Pawn Opening,black,5,5,False,True,False,8,22,1.5294117647058822,0.7142857142857142,2.044117647058824,2.911764705882353,25.33823529411765,36.05882352941177,1.9
1-0,56,Benko's Opening,white,20,20,True,True,False,36,2,2.2962962962962963,0.925,2.2882882882882885,2.630630630630631,33.44144144144144,29.28828828828829,0.04
1-0,53,Bird's Opening,white,11,11,True,True,True,10,8,0.7435897435897436,1.7857142857142856,2.8380952380952382,2.8857142857142857,29.39047619047619,27.895238095238096,-0.22
1-0,72,English Opening,white,11,11,True,True,False,26,8,1.2745098039215688,0.9318181818181818,2.5384615384615383,2.0489510489510487,33.18181818181818,24.53146853146853,0.16
0-1,90,Queen's Pawn Opening,black,5,5,False,True,False,14,34,1.6296296296296295,0.5384615384615384,2.134831460674157,2.533707865168539,21.831460674157302,30.073033707865168,-0.39
0-1,60,Reti Opening,black,17,17,True,False,False,10,10,0.9148936170212764,0.35,2.3389830508474576,3.2711864406779663,29.906779661016948,34.36440677966102,4.73
1-0,35,Benko's Opening,white,11,11,True,True,False,24,4,1.7037037037037035,0.8205128205128205,2.5942028985507246,2.608695652173913,37.79710144927536,29.782608695652176,0.69
1-0,108,Dunst Opening,white,16,16,True,True,False,12,24,2.583333333333333,0.9516129032258064,2.6232558139534885,1.7953488372093025,28.89767441860465,21.95813953488372,-1.92
0-1,40,Queen's Pawn Opening,black,7,7,True,False,False,8,18,0.725,1.4444444444444444,1.8974358974358971,2.948717948717949,30.666666666666668,33.62820512820513,1.31
0-1,95,English Opening,black,20,20,True,False,False,32,22,0.5172413793103449,1.8125,1.351063829787234,2.904255319148936,27.617021276595743,29.25531914893617,-0.57
1-0,75,Dunst Opening,white,13,13,True,False,False,28,4,0.238095238095238,0.2372881355932203,2.718120805369128,2.295302013422819,28.96644295302013,26.033557046979865,1.0
1-0,72,Queen's Pawn Opening,white,11,11,False,True,False,18,20,2.608695652173913,0.4081632653061225,2.979020979020979,1.7762237762237765,30.706293706293707,23.503496503496503,0.0
1/2-1/2,144,Larsen's Opening,draw,9,9,True,True,False,24,16,4.107142857142857,0.9677419354838708,2.8566433566433567,1.1398601398601398,27.625874125874127,17.40909090909091,0.27
0-1,33,Queen's Pawn Opening,black,17,17,False,True,False,4,12,0.7222222222222222,0.8055555555555555,2.0625,3.171875,35.609375,36.328125,-0.05
0-1,26,Sicilian Defense,black,17,17,False,False,False,6,6,0.5294117647058824,1.2142857142857144,2.72,2.54,32.92,34.94,-3.2
0-1,62,Benko's Opening,black,7,7,False,True,False,10,40,0.4666666666666667,1.3584905660377358,2.221311475409836,3.30327868852459,27.78688524590164,36.97540983606557,-0.24
1-0,57,Dunst Opening,white,7,7,False,False,False,18,10,2.608695652173913,0.4222222222222223,3.2920353982300883,2.584070796460177,33.94690265486726,27.90265486725664,-0.24
0-1,34,Larsen's Opening,black,6,6,False,False,False,10,20,1.3,0.6666666666666667,2.1818181818181817,3.242424242424242,31.53030303030303,36.90909090909091,-0.02
0-1,36,Benko's Opening,black,16,16,True,True,False,6,16,0.8055555555555555,1.8947368421052635,2.585714285714286,3.4,31.785714285714285,35.92857142857143,-0.54
0-1,77,King' s Pawn Opening,black,17,17,False,True,False,10,18,0.9024390243902438,0.8493150684931506,2.381578947368421,2.3223684210526314,23.335526315789476,29.75,-0.6
1-0,66,Queen's Pawn Opening,white,17,17,True,False,False,32,6,1.7142857142857142,0.7142857142857142,2.931297709923664,1.6030534351145038,34.56488549618321,21.96946564885496,1.41
1-0,159,Larsen's Opening,white,14,14,True,True,False,32,24,0.9473684210526316,1.2424242424242429,1.7854889589905365,1.4416403785488958,23.49211356466877,18.45110410094637,0.72
1-0,96,Bird's Opening,white,10,10,True,True,False,28,24,0.6590909090909091,0.4915254237288136,2.554973821989529,2.0366492146596857,28.61780104712042,21.884816753926703,-0.16
0-1,78,Queen's Pawn Opening,black,10,10,False,True,False,12,34,0.8205128205128206,1.1842105263157896,2.707792207792208,3.090909090909091,28.194805194805195,35.63636363636363,-0.55
1-0,54,Reti Opening,white,12,12,True,True,False,26,22,0.3472222222222222,0.7878787878787878,3.336448598130841,2.448598130841121,37.13084112149533,29.04672897196261,0.79
0-1,64,"English, Agincourt Defense",black,12,12,True,False,False,2,12,1.0689655172413794,0.6153846153846153,2.333333333333333,2.5396825396825395,25.27777777777778,30.865079365079364,1.92
1/2-1/2,90,Reti Opening,draw,20,20,True,True,False,14,34,0.1590909090909091,0.8181818181818182,1.932960893854749,2.2625698324022347,27.865921787709496,26.99441340782123,1.17
0-1,43,Bird's Opening,black,17,17,True,True,False,22,10,0.3684210526315789,0.7419354838709676,2.380952380952381,2.5595238095238093,29.214285714285715,33.29761904761905,0.0
1-0,83,Ruy López,white,19,19,True,False,False,34,18,1.2727272727272727,0.9090909090909092,3.224242424242424,2.8666666666666667,37.68484848484849,32.38787878787879,1.9
0-1,46,Benko's Opening,black,19,19,True,True,False,22,10,0.717948717948718,0.4166666666666666,3.3,2.855555555555556,35.3,37.18888888888889,-0.84
1-0,80,King' s Pawn Opening,white,11,11,True,True,True,20,26,0.5789473684210527,0.3174603174603175,2.4339622641509435,2.2955974842767297,29.0125786163522,26.11320754716981,0.6
1-0,37,Larsen's Opening,white,7,7,True,True,True,2,2,1.1904761904761905,0.84,3.150684931506849,2.8493150684931505,31.34246575342466,32.95890410958904,-0.28
1-0,29,Benko's Opening,white,19,19,True,True,True,10,8,0.8214285714285715,1.0,2.912280701754386,3.2280701754385963,32.21052631578947,35.36842105263158,0.14
1/2-1/2,113,King' s Pawn Opening,draw,5,5,False,True,False,6,14,0.7676767676767677,2.0285714285714285,2.736607142857143,1.8526785714285716,24.763392857142858,22.866071428571427,1.01
1-0,63,Benko's Opening,white,9,9,True,False,False,12,22,1.68,1.0,1.52,2.288,26.416,23.048,-0.53
0-1,57,Benko's Opening,black,12,12,True,True,False,4,6,0.8,0.7058823529411764,2.0625,3.0,23.276785714285715,36.67857142857143,-1.81
0-1,58,Bird's Opening,black,16,16,True,True,True,6,28,0.3214285714285714,0.5538461538461538,2.587719298245614,3.298245614035088,25.719298245614038,34.64912280701754,-0.22
0-1,60,Dunst Opening,black,9,9,False,False,False,8,26,0.2121212121212121,1.0,2.067796610169492,2.7033898305084745,24.56779661016949,31.83050847457627,0.34
0-1,84,Dunst Opening,black,16,16,False,True,False,20,32,0.7948717948717949,0.2380952380952381,2.156626506024097,2.86144578313253,25.518072289156628,32.524096385542165,0.91
1-0,78,English Opening,white,9,9,True,True,True,10,10,0.3670886075949367,1.0,2.412903225806452,2.735483870967742,31.83870967741936,24.851612903225806,2.23
0-1,87,Bird's Opening,black,19,19,True,True,False,18,20,0.7647058823529412,0.6666666666666667,2.8372093023255816,1.8837209302325584,24.656976744186046,27.052325581395348,-0.91
1-0,20,English Opening,white,19,19,True,True,False,8,2,0.7,0.6923076923076923,3.025641025641025,2.6666666666666665,35.46153846153846,31.666666666666668,0.48
1-0,55,Benko's Opening,white,15,15,True,True,False,32,10,0.9130434782608696,0.4181818181818182,2.81651376146789,2.1009174311926606,34.357798165137616,29.357798165137616,-0.16
1-0,44,English Opening,white,16,16,False,True,False,14,16,0.7999999999999999,0.5517241379310345,2.586206896551724,1.471264367816092,35.39080459770115,28.58620689655172,2.59
1-0,51,Benko's Opening,white,9,9,True,True,False,22,10,1.58974358974359,0.5,3.415841584158416,2.376237623762376,38.95049504950495,29.544554455445542,-0.05
1-0,47,Benko's Opening,white,9,9,True,True,True,18,16,0.9411764705882354,0.4038461538461538,2.956989247311828,2.118279569892473,34.774193548387096,33.26881720430107,-0.5
1-0,66,Larsen's Opening,white,8,8,False,True,False,22,6,1.033898305084746,1.0833333333333337,2.8931297709923665,2.206106870229008,32.55725190839695,23.06870229007633,-2.14
0-1,25,English Opening,black,6,6,True,True,False,2,2,1.2,0.8620689655172413,3.75,2.625,35.125,34.75,0.65
1-0,62,English Opening,white,11,11,False,True,False,52,14,0.2916666666666667,1.4848484848484846,2.869918699186992,2.34959349593496,34.89430894308943,30.13821138211382,0.3
1-0,42,Queen's Pawn Opening,white,14,14,True,True,False,20,18,0.7391304347826086,1.7083333333333333,3.602409638554217,2.6626506024096384,36.71084337349398,32.1566265060241,0.61
1-0,44,Closed Sicilian,white,12,12,True,True,False,18,2,1.809523809523809,1.3043478260869563,2.528735632183908,3.0919540229885056,34.62068965517241,32.0919540229885,0.3
0-1,58,Larsen's Opening,black,13,13,True,True,False,2,30,2.571428571428572,4.0,2.1403508771929824,3.219298245614035,28.73684210526316,35.71052631578947,-0.03
0-1,60,"English, Symmetrical Variation",black,11,11,True,True,True,30,14,0.7037037037037036,2.4,2.3728813559322037,2.5338983050847457,26.194915254237287,27.016949152542374,0.89
0-1,70,Reti Opening,black,5,5,True,True,False,26,20,0.3846153846153846,3.3157894736842106,2.2028985507246377,2.572463768115942,27.246376811594203,33.69565217391305,-0.53
1-0,56,Reti Opening,white,16,16,True,True,False,22,28,1.1041666666666663,0.54,3.2972972972972974,2.774774774774775,36.01801801801802,37.927927927927925,-0.25
0-1,46,Larsen's Opening,black,11,11,True,True,False,8,14,0.7428571428571429,0.5348837209302326,2.7777777777777777,3.1777777777777776,31.633333333333333,34.48888888888889,0.31
0-1,159,Dunst Opening,black,13,13,False,True,False,14,14,0.2613636363636363,0.2608695652173913,0.981012658227848,1.9208860759493671,16.79746835443038,21.76582278481013,-1.35
1-0,63,Queen's Pawn Opening,white,14,14,True,False,True,42,2,0.7551020408163265,0.8571428571428571,2.512,1.68,31.88,26.728,0.76
0-1,58,English Opening,black,18,18,True,True,False,8,14,0.8823529411764706,0.2763157894736842,2.3421052631578947,2.482456140350877,27.95614035087719,34.68421052631579,1.36
1/2-1/2,74,Nimzo-Indian Defense,draw,20,20,True,True,False,18,22,1.6136363636363638,0.8823529411764706,2.9183673469387754,2.687074829931973,34.06122448979592,30.285714285714285,1.14
0-1,93,Queen's Pawn Opening,black,19,19,True,True,False,6,38,1.2121212121212122,0.6785714285714286,1.3695652173913044,2.0815217391304346,22.695652173913043,26.581521739130437,1.07
1/2-1/2,78,Bird's Opening,draw,10,10,True,True,False,30,22,0.5757575757575758,0.6451612903225807,2.272727272727273,3.0259740259740258,30.675324675324678,29.545454545454547,-0.74
0-1,41,Bird's Opening,black,18,18,False,False,False,12,12,1.137931034482759,1.0,2.5625,3.125,30.325,38.65,-1.08
0-1,71,English Opening,black,15,15,True,True,True,20,26,1.037037037037037,0.9491525423728814,2.6357142857142857,2.1214285714285714,27.935714285714287,31.05,1.12
0-1,60,Queen's Pawn Opening,black,6,6,False,False,False,8,12,0.4067796610169491,1.1578947368421053,2.4661016949152543,2.449152542372881,33.24576271186441,30.889830508474574,0.37
0-1,38,Dunst Opening,black,5,5,True,True,False,4,18,0.3,3.0,3.175675675675676,3.418918918918919,36.74324324324324,35.554054054054056,-0.09
0-1,37,Bird's Opening,black,8,8,False,True,False,8,14,1.1935483870967742,0.8235294117647058,2.7222222222222223,2.861111111111111,29.944444444444443,34.986111111111114,-0.19
1-0,43,English Opening,white,6,6,True,True,False,16,2,0.3793103448275862,0.4035087719298246,2.717647058823529,2.4705882352941178,37.89411764705882,34.28235294117647,-0.81
1-0,51,"English, Agincourt Defense",white,13,13,True,True,False,12,10,1.0961538461538465,0.6323529411764706,2.267326732673267,2.801980198019802,33.227722772277225,35.17821782178218,0.72
1-0,56,Bird's Opening,white,6,6,False,False,False,28,24,0.3913043478260869,1.232558139534884,3.144144144144144,3.063063063063063,38.108108108108105,32.01801801801802,-0.09
1/2-1/2,155,Larsen's Opening,draw,14,14,True,False,False,12,18,0.823076923076923,2.421052631578948,1.7184466019417477,0.912621359223301,21.728155339805824,13.663430420711974,1.0
1-0,30,English Opening,white,8,8,True,True,False,12,10,0.725,1.3103448275862069,2.76271186440678,2.6440677966101696,37.08474576271186,32.932203389830505,-0.62
1-0,59,English Opening,white,12,12,False,False,False,22,18,3.055555555555556,0.5666666666666667,3.0427350427350426,2.017094017094017,34.05982905982906,32.18803418803419,-1.03
1-0,45,Dunst Opening,white,19,19,True,True,True,36,2,0.6595744680851064,0.9302325581395348,2.651685393258427,2.6741573033707864,36.8876404494382,32.38202247191011,0.53
0-1,90,Dunst Opening,black,8,8,True,True,True,12,34,1.2916666666666667,0.5961538461538461,2.3764044943820224,3.0898876404494384,27.34269662921348,35.47191011235955,-1.1
0-1,57,English Opening,black,10,10,True,True,False,20,24,0.4310344827586207,0.9411764705882352,2.669642857142857,2.571428571428572,33.6875,33.857142857142854,0.01
0-1,28,Reti Opening,black,18,18,False,True,False,4,20,0.7222222222222222,0.7222222222222222,3.074074074074074,2.833333333333333,35.98148148148148,36.351851851851855,0.17
1-0,59,Benko's Opening,white,10,10,True,True,False,14,6,0.6833333333333333,0.6666666666666665,2.6666666666666665,2.6923076923076925,35.81196581196581,35.63247863247863,0.36
1-0,41,Dunst Opening,white,15,15,False,True,False,18,12,0.7272727272727273,0.6129032258064516,2.716049382716049,1.469135802469136,34.74074074074074,26.061728395061728,3.69
0-1,51,Bird's Opening,black,20,20,True,True,False,10,24,1.4705882352941178,0.5535714285714286,2.65,3.03,31.81,37.29,-0.42
